 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.976033	0.023448717	0.00046586109	5.2494084e-05	2.1270587e-08	2.3777247e-09	2.0192338e-10
t	0.98369193	0.016095119	0.00020278354	1.0251018e-05	9.127939e-09	3.1205047e-09	1.6559794e-09
e	0.690253	0.2875387	0.021919569	0.00028874236	2.7505752e-08	1.1995368e-09	1.5026942e-10
k	0.39594036	0.60058683	0.003084091	0.0003882618	3.9843252e-07	7.495709e-09	7.6061564e-13
a	0.028159594	0.8329118	0.13772163	0.0010630152	0.000102195685	4.993792e-06	3.6827092e-05
m	0.056421943	0.9400744	0.003307533	0.00019599707	2.1558104e-07	1.8722941e-08	2.5588455e-11
m	0.01044617	0.08874639	0.8977834	0.0028610048	0.00015289587	8.544628e-07	9.3154895e-06
è	0.0065484685	0.05913654	0.9257646	0.005591395	0.0029434222	1.2998466e-05	2.584116e-06
n	0.059089016	0.47299907	0.4659253	0.0019493542	3.5201054e-05	2.0161465e-06	1.0140508e-08
i	0.018482633	0.11669405	0.8536386	0.008907545	0.0022532297	2.0890919e-05	3.1462132e-06
s	0.037168078	0.093868375	0.7401179	0.12875363	9.104316e-05	9.906722e-07	2.7320108e-09
t	0.002427502	0.0038884412	0.96121436	0.031630415	0.00082644465	2.3665211e-06	1.0409794e-05
o	0.0030512991	0.018134763	0.9392947	0.038075186	0.0014241552	1.9455314e-05	4.5244278e-07
g	0.0021165267	0.002943614	0.021888448	0.96584797	0.0070181508	0.00018497887	2.4745222e-07
i	0.002195184	0.005829067	0.5258796	0.23654099	0.22556405	0.0031617372	0.0008293731
a	0.0015852632	0.0045586904	0.037636276	0.9296443	0.018314581	0.007875941	0.00038499033
r	0.00019177653	0.00060484564	0.004674855	0.9438146	0.042940978	0.007771666	1.3486589e-06
d	0.0038333945	0.007368014	0.12771362	0.22346774	0.57663137	0.04644164	0.014544198
ì	0.019850306	0.025155554	0.13043034	0.3133414	0.40086994	0.10044509	0.00990735
n	0.0010401089	0.002110456	0.044313315	0.38220513	0.45495147	0.090188876	0.025190737
o	0.009024545	0.011167268	0.07991248	0.2147829	0.6278816	0.050722662	0.0065085255
s	0.007431461	0.005159327	0.0025382543	0.31899056	0.25017256	0.3150065	0.1007014
t	0.008213687	0.0071238065	0.04511047	0.14523748	0.76635414	0.024689259	0.0032711683
o	0.00047983773	0.00065975834	0.0052289004	0.1399915	0.6766481	0.11561523	0.06137669
c	0.00035890035	0.00024035426	0.0001181077	0.039513074	0.10578897	0.8003985	0.05358208
ì	0.0014421386	0.0016244876	0.0069025345	0.02672673	0.72050226	0.23488785	0.007914014
p	3.6134235e-05	4.9000242e-05	0.0002796168	0.012286031	0.33906993	0.3114962	0.33678302
o	0.004177465	0.0041593276	0.014090571	0.02106631	0.6387628	0.30063763	0.017106025
</S>	0.0004686629	0.00032742447	9.431164e-05	0.0043459907	0.007896869	0.2990413	0.68782544
