 	lo	sentii	che	viene	</S>
t	0.96550906	0.027817732	0.0058913785	0.0007812151	7.2879385e-07
o	0.87182736	0.0084035415	0.119738586	2.9657507e-05	8.376568e-07
n	0.06880886	0.30145204	0.6292549	0.00048417968	4.8635076e-08
ì	0.0027943882	0.047368057	0.94841045	0.0013379316	8.920688e-05
k	0.0037636834	0.09542647	0.90076876	3.9502294e-05	1.6567969e-06
u	0.013743044	0.019947091	0.9451962	0.019104214	0.0020093082
s	0.5785823	0.3949619	0.026449492	5.3425847e-06	1.0284335e-06
a	0.13118151	0.11758605	0.7433974	0.007511463	0.00032362415
n	0.0009641744	0.010175416	0.9796261	0.008791064	0.00044316126
a	0.002236734	0.010941608	0.5405744	0.4079891	0.038258158
r	0.00035747417	0.009648375	0.88161594	0.04395748	0.06442081
t	0.00034255924	0.0020351661	0.016178308	0.8527081	0.12873587
i	0.0003558496	0.001712651	0.004059551	0.7161998	0.27767208
</S>	0.0071571777	0.0035279463	0.037735455	0.039007436	0.91257197
