 	è	che	stanno	ancora	svegli	</S>
è	0.96429527	0.03523258	0.00041193454	5.627125e-05	3.827967e-06	5.058523e-08
n	0.020301571	0.94747174	0.024112012	0.008093998	2.0505759e-05	1.6625725e-08
a	0.060566265	0.9204228	0.018734682	0.00027593845	2.0280315e-07	9.752452e-08
s	0.028867215	0.96669644	0.0041304496	0.00030594596	3.0119864e-08	2.3115358e-10
t	0.16579108	0.6397345	0.19446033	2.444873e-06	1.1172907e-09	1.1689526e-05
a	0.23872818	0.67628783	0.08487566	0.00010629368	1.2749075e-06	7.7552147e-07
t	0.07145907	0.72445685	0.20172009	0.002286636	4.4375327e-05	3.2987355e-05
ù	0.10917296	0.12904881	0.7602656	7.7864875e-05	6.07243e-08	0.0014346595
n	0.0051782443	0.3682205	0.6254563	0.0010834561	8.728263e-06	5.2807e-05
e	0.02201301	0.08993536	0.8771654	0.007826784	1.6408692e-05	0.003043023
a	0.002659497	0.010734304	0.105163835	0.8672224	0.012774665	0.0014452486
n	0.00018681565	0.0024255197	0.07758006	0.91793865	0.0018402121	2.8822938e-05
k	0.00792109	0.026058868	0.49273944	0.466705	0.00030725953	0.0062683695
ò	0.001975462	0.002274103	0.017039962	0.401212	0.5315265	0.04597199
r	0.00028540555	0.000493142	0.013317915	0.29366505	0.4492808	0.24295776
a	0.028218696	0.011447246	0.061479364	0.21432278	0.5324543	0.15207754
a	0.0010302375	0.0005608967	0.0006818444	0.0036954915	0.9599061	0.03412545
t	0.0267202	0.027181804	0.023412118	0.07639099	0.7626293	0.08366556
s	0.2746604	0.13330388	0.17895733	0.020213375	0.010180255	0.38268474
ù	0.00032336838	0.00024767235	0.0006406897	0.00952055	0.6938235	0.29544422
n	3.0953484e-05	3.060836e-05	6.561501e-05	0.00077443436	0.092718735	0.90637964
n	1.3171787e-05	1.4057404e-05	5.1484472e-05	0.00017096834	0.006392326	0.99335796
i	0.00011992386	0.00015499718	0.00029152771	0.005198464	0.27548978	0.7187453
t	0.0060187536	0.00497727	0.0030818337	0.010378677	0.55598056	0.4195629
i	3.2665514e-05	2.3896777e-05	7.947071e-05	0.00015061545	0.008618341	0.99109495
</S>	1.2965609e-05	1.621236e-05	3.9550323e-05	0.00014122782	0.023636779	0.97615325
