 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.9940806	0.0001190963	0.005688325	6.391872e-05	4.811384e-05	9.648161e-09	8.4890744e-10	4.909165e-10
r	0.99902344	0.000544105	0.00043194598	1.6744946e-07	4.0832626e-07	1.4497063e-10	8.9296265e-11	1.6884348e-10
t	0.92370087	0.07152212	0.004754163	1.3558675e-05	7.990529e-06	1.3249034e-07	3.5731992e-07	8.439895e-07
e	0.9584561	0.01257686	0.028964708	2.0919056e-06	2.6426198e-07	2.0847316e-10	1.4163046e-10	3.1991592e-09
n	0.9684077	0.0036689017	0.02787382	4.7776073e-05	1.6788557e-06	1.0292955e-10	5.0219426e-13	7.8502585e-13
a	0.48264956	0.3899564	0.12713683	0.00025151283	5.5201394e-06	1.2354487e-09	6.8912237e-10	7.758148e-08
i	0.51011354	0.32021376	0.16735595	0.0022804542	3.6313897e-05	1.4261748e-08	7.9373653e-11	9.217715e-11
v	0.031978738	0.8786236	0.0791468	0.010127353	0.0001234519	1.1177925e-07	6.941682e-10	3.7798184e-10
ò	0.00064679206	0.8235612	0.10878448	0.06611422	0.0008550619	7.16429e-07	1.446702e-06	3.6157755e-05
s	0.005231387	0.33172578	0.5956176	0.067260176	0.00016378475	1.245784e-06	7.0139667e-09	8.985934e-09
t	0.021579755	0.083035946	0.7166172	0.17756772	0.0010825623	5.2136295e-07	3.4452464e-07	0.00011592288
è	0.0032543207	0.03916894	0.52206296	0.4314266	0.004066163	1.239522e-05	1.3134876e-06	7.315552e-06
o	0.0004883248	0.002278023	0.17722203	0.81557244	0.004421994	1.6760165e-05	1.367806e-07	2.597784e-07
s	0.0015787807	0.0034266836	0.039964024	0.89270437	0.06198883	0.0003361947	1.0235734e-06	1.04478275e-07
t	0.020498263	0.025198458	0.15797703	0.73936397	0.056875445	7.691615e-05	1.051996e-06	8.802343e-06
u	0.0012279851	0.0041687535	0.064155184	0.86753964	0.06240908	0.00046760854	2.052628e-05	1.1166151e-05
d	0.000367237	3.479469e-05	0.009938161	0.4471978	0.5385953	0.003809578	1.4444207e-05	4.262106e-05
i	0.0008405755	0.0037217077	0.021227196	0.6886737	0.27214846	0.0071315016	0.0049261004	0.0013307455
è	0.00038511775	0.00010069408	0.0073429234	0.40941903	0.55923665	0.02191416	0.00076261384	0.00083883334
o	0.0012715574	0.010787781	0.009341782	0.59697247	0.31355584	0.067774564	0.0002580984	3.783685e-05
n	0.0011580231	0.00018830507	0.0012740442	0.022655189	0.57259625	0.39921743	0.00263568	0.00027509435
a	0.0062705595	0.0057653673	0.012259736	0.09101391	0.63294274	0.23507962	0.01222694	0.0044411444
g	6.820892e-05	1.6797838e-05	0.00013758334	0.004283498	0.2613609	0.7126168	0.016561704	0.0049544317
h	0.0004908079	0.0015284277	0.0024196133	0.03661322	0.15170553	0.3589201	0.4367858	0.011536561
e	0.00034527454	0.00036971085	0.0010253412	0.009551865	0.043765064	0.32674617	0.5913315	0.026865134
t	0.00045884907	0.00012741973	0.0009957511	0.0069421814	0.09741624	0.48021463	0.31393197	0.099913
t	0.0060713496	0.027846042	0.023792554	0.19205935	0.34885618	0.2443017	0.12657028	0.03050253
ò	0.0006073207	0.0009409736	0.0014129406	0.011824834	0.091200985	0.36194155	0.3791661	0.15290524
m	0.00012405791	0.00013443813	0.0002655568	0.0015836689	0.019663222	0.2929277	0.21099906	0.47430235
e	0.02344051	0.022467665	0.033713523	0.0578392	0.11109072	0.29126242	0.4545728	0.0056131277
s	0.00354786	4.9827733e-05	0.0021508818	0.0036879862	0.036044374	0.055301435	0.256371	0.6428467
s	0.04000985	0.017845215	0.04575704	0.04942517	0.16156022	0.10747132	0.4701208	0.10781046
è	0.0005795831	0.00037084208	0.00094485044	0.0027344208	0.026447874	0.12594374	0.4684963	0.37448236
r	4.2490286e-05	3.2385135e-05	6.66719e-05	0.00030461224	0.004591665	0.10419235	0.18843532	0.7023345
e	0.009047952	0.0048167137	0.007109103	0.00827006	0.03207005	0.062015973	0.62129825	0.2553719
</S>	0.0015857053	1.9284704e-05	0.00077740336	0.0011256984	0.014159458	0.016831418	0.031312734	0.93418837
