 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.9682081	0.030121692	0.0010270441	0.0005211855	0.000118702	3.2813487e-06	9.736752e-08	1.6016465e-10	2.7433375e-10	2.830982e-10
ì	0.64491963	0.33834794	0.014637087	0.0017210654	0.00014846858	7.7670506e-05	0.00014347793	9.386275e-08	2.713763e-06	1.8582798e-06
s	0.8563892	0.1366135	0.0061079874	0.00087762676	1.156991e-05	1.4165465e-07	9.131692e-11	2.3905864e-12	7.213962e-14	1.6810725e-13
o	0.091159284	0.85601455	0.052776996	2.6952059e-05	2.131189e-05	7.924272e-07	9.1191325e-08	1.4262001e-10	2.0495244e-11	4.5335142e-08
n	0.2129048	0.7260427	0.03620815	0.024838995	5.327911e-06	1.5495975e-09	3.8314464e-12	1.609125e-12	2.045009e-16	3.423885e-15
t	0.059108146	0.7066664	0.2316739	0.0020252143	0.0005190257	7.207425e-06	7.982923e-08	3.838765e-10	7.983333e-12	2.3959664e-08
a	0.12244633	0.6440694	0.2291133	0.0037665595	0.00060353003	8.955022e-07	1.588276e-10	4.361786e-11	2.8623844e-15	1.3395681e-11
e	0.022792496	0.14214525	0.50732344	0.3275095	0.00022912162	1.8952045e-07	4.2278855e-10	4.800325e-10	3.678291e-14	5.401324e-13
k	0.0028718768	0.016099187	0.22065176	0.75433934	0.005809993	0.00022747225	3.7714423e-07	3.0029699e-09	1.7015999e-12	5.310451e-11
i	0.0044241883	0.031217644	0.8170899	0.039363287	0.1029311	0.0049287	9.53805e-06	8.9710574e-07	1.996381e-09	3.4722045e-05
a	0.0017737818	0.0074775713	0.085817896	0.9021712	0.0027438046	1.5409236e-05	1.0656782e-07	2.1546863e-07	2.8131916e-10	3.9274255e-09
t	0.0015318665	0.003338003	0.06239209	0.8480656	0.07240493	0.012203942	6.220363e-05	1.3176209e-06	3.4163183e-10	1.1913984e-09
è	0.007871561	0.027129393	0.27940124	0.1615977	0.44699767	0.07479882	0.0016507257	1.1488336e-05	8.316331e-09	0.0005413794
r	0.00069158257	0.0026793545	0.07277377	0.20807058	0.35553938	0.35728222	0.0029258926	3.5490637e-05	1.036762e-09	1.6604765e-06
a	0.012009405	0.0250728	0.13797498	0.15382986	0.60720026	0.06360283	0.0001854043	6.384046e-05	8.366015e-10	6.0522187e-05
m	0.0014136495	0.0015987202	0.004457803	0.044280566	0.8814422	0.06508277	0.0012328424	0.0004890584	3.224238e-07	1.974475e-06
u	0.00915499	0.014472032	0.050273627	0.039309632	0.6658117	0.2185519	0.0012564232	0.0010316714	7.2408284e-08	0.00013798398
i	0.00096303265	0.0011432408	0.0038790295	0.057141215	0.80372524	0.12516786	0.005852226	0.0020362493	3.1940323e-05	5.9927934e-05
n	0.0013221907	0.0010149525	0.0015596354	0.0059196376	0.34856004	0.60640013	0.033831872	0.0013913577	7.338088e-08	1.3688451e-07
ì	0.0010917382	0.0013778443	0.003615649	0.0012301392	0.101825826	0.74824595	0.13913678	0.002134112	3.4324262e-07	0.0013415642
c	1.5700018e-06	1.8028782e-06	5.751921e-06	8.71315e-06	0.00820486	0.672565	0.3176267	0.0015762588	2.2439202e-07	9.15461e-06
h	0.00035679774	0.00030243208	0.0005444678	0.00028532196	0.025976645	0.88173944	0.08338619	0.005721149	2.3775444e-06	0.0016851578
a	0.22241788	0.21328583	0.2455169	0.026443815	0.13745683	0.047342673	0.026444351	0.078970276	0.0010803118	0.0010411624
p	0.020120861	0.012169814	0.0067263995	0.016591663	0.06869604	0.04842101	0.20427644	0.56140053	0.040167723	0.021429557
à	0.023935765	0.027895283	0.055351686	0.013509776	0.1722703	0.27203956	0.041375145	0.38510838	0.00038839426	0.008125695
r	7.542994e-05	8.408337e-05	0.00016949659	0.0002115114	0.0076670353	0.11603546	0.74295443	0.12111063	0.0046458924	0.007046041
o	0.013063648	0.015009433	0.025118431	0.0076488485	0.10462397	0.10147909	0.012102495	0.69444495	0.00081862404	0.025690544
n	0.00084739894	0.0005771312	0.00035957142	0.0014884105	0.007907125	0.00831987	0.022290098	0.59514177	0.24780415	0.115264475
t	0.0003916582	0.00039860004	0.000500209	0.0002902309	0.019517068	0.11296501	0.084266886	0.7711447	0.0003520093	0.010173704
a	0.0029111437	0.0029998834	0.003776667	0.0034618557	0.022424204	0.08189169	0.06638657	0.7816132	0.0101613505	0.024373451
s	0.00025619922	0.00018939153	0.00012807029	0.00041783944	0.0025944773	0.0050537223	0.024468895	0.5884369	0.30802065	0.07043373
