 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.99903274	0.0008056059	0.00011031486	4.1382435e-05	1.0063406e-05	4.2775525e-09	5.3844e-10	5.3117727e-10
à	0.9958955	0.003923554	0.00014432833	3.248126e-05	3.1092345e-06	2.1717696e-08	7.062737e-07	3.1332726e-07
o	0.8863453	0.112869054	0.0006116671	0.00015375462	2.0133013e-05	2.181511e-09	4.84681e-14	3.328809e-11
c	0.2540587	0.743886	0.0020304578	2.2545339e-05	2.3747002e-06	5.885875e-10	3.7871906e-13	1.2834304e-12
e	0.10961579	0.8889733	0.00089707796	0.0004889586	7.145161e-06	6.803038e-07	4.3563317e-09	1.7066477e-05
r	0.095313996	0.881573	0.022987327	0.00010152359	2.410762e-05	4.6967582e-08	6.0898227e-12	7.2876635e-11
k	0.041407097	0.93854696	0.0032654435	0.016292345	0.00015911063	1.2886443e-05	1.5840924e-07	0.00031598975
è	0.26324427	0.5885765	0.13761204	0.008921198	0.0016007912	4.4738117e-05	3.833199e-09	4.3284368e-07
o	0.044963144	0.9158616	0.037535112	0.0015984498	4.0415234e-05	1.2039334e-06	4.953364e-09	4.0966572e-09
n	0.0043580653	0.0914566	0.864864	0.03898933	0.00033167712	3.8174812e-07	1.7762587e-11	2.3139093e-11
t	0.02025267	0.39765325	0.13675967	0.44027838	0.0047261715	0.00017034097	4.3250765e-07	0.00015911259
a	0.01248021	0.17233872	0.67194766	0.14018212	0.002975371	7.572785e-05	7.3084283e-10	1.8348051e-07
è	0.0014504398	0.012260475	0.62256587	0.34111792	0.022540176	6.515206e-05	5.3220406e-09	1.2771758e-08
n	0.0036624838	0.0477945	0.29998812	0.6405478	0.0077102906	0.00029635226	1.1601104e-07	4.0500368e-07
a	0.042121086	0.043570645	0.2121214	0.642231	0.05661085	0.0033152702	3.2056164e-06	2.6534783e-05
f	0.0003318932	0.0012632664	0.088956445	0.3932712	0.51011777	0.0060524624	2.0951475e-06	4.8036127e-06
ù	0.0025502495	0.008723712	0.048067644	0.75166494	0.13716577	0.051265012	0.00014588075	0.00041686164
r	0.0003608742	0.0020927635	0.0593017	0.8253339	0.08977303	0.019728934	0.0027903928	0.0006184475
n	0.009049784	0.015450224	0.0722997	0.55654794	0.21952355	0.12634546	0.00018841332	0.0005950145
o	0.0010884939	0.002731208	0.041976407	0.50734645	0.29079393	0.12973596	0.0032313936	0.023096142
k	0.0058959764	0.0042475527	0.023132714	0.035393037	0.8247638	0.097500004	0.00095358264	0.008113267
a	0.015165256	0.018754177	0.03044288	0.1279026	0.2799667	0.5202639	0.005592123	0.0019123399
k	0.00031262796	0.00048787132	0.0059055635	0.052738085	0.72770613	0.19038935	0.015003674	0.007456615
à	0.0017343545	0.0067745065	0.0062503396	0.113684975	0.13413882	0.6606427	0.06586076	0.0109136375
n	0.00015020152	0.00026548325	0.0014339719	0.022521384	0.10390017	0.26621592	0.5922177	0.013295198
n	0.0011296901	0.0018147525	0.0034109296	0.017669126	0.07921962	0.7795405	0.09628372	0.020931652
i	0.0004904423	0.0006983399	0.00314754	0.026899874	0.15528901	0.43686727	0.067542545	0.30906504
r	0.0046214373	0.0031562534	0.007859549	0.0075372662	0.16283384	0.06750548	0.008792122	0.7376941
ù	0.0033798176	0.0032759772	0.0047725295	0.014724042	0.10010604	0.7570422	0.079784796	0.0369145
s	2.7526125e-05	3.3077027e-05	0.000102376864	0.0015127694	0.020065496	0.2103268	0.6872393	0.080692604
t	0.033459745	0.013243652	0.012838443	0.017203122	0.09368848	0.6649974	0.06451416	0.10005503
i	0.00013529354	0.00012368812	0.0003833134	0.0015300598	0.016972309	0.111013986	0.0010842348	0.8687572
k	0.0004284901	0.00025719876	0.0008529157	0.00092388113	0.049059518	0.021928767	0.00069971505	0.92584944
u	0.0046224413	0.004814049	0.0065087196	0.015146731	0.058954846	0.47977626	0.19400078	0.23617612
</S>	4.5899487e-05	5.0454055e-05	0.00014575494	0.0006158709	0.011239163	0.03953418	0.1373971	0.81097156
