 	ora	che	loro	non	vengono	più	</S>
à	0.92396295	0.06391714	0.00047178176	0.0116401035	8.082542e-06	5.923001e-09	1.8885437e-08
r	0.973916	0.011630164	0.00043715115	0.01401662	6.531359e-08	4.4455786e-09	1.5992052e-08
t	0.81795555	0.16185352	0.0072833495	0.012870455	5.5250844e-06	2.5987418e-05	5.4401985e-06
e	0.6693787	0.32045946	0.0037283935	0.006432847	6.43697e-07	4.98589e-10	3.2119353e-08
k	0.16814075	0.8315514	0.00014617943	0.00016117968	4.6302708e-07	1.0978364e-11	2.8796993e-10
a	0.021637566	0.4844918	0.48097974	0.012296205	0.00023063515	2.6553791e-06	0.00036135997
c	0.038747575	0.9507476	0.006134745	0.004341381	2.8222463e-05	1.9736078e-07	2.3537251e-07
ì	0.0025226176	0.0586814	0.90041584	0.024116918	0.004177735	8.526209e-05	0.010000346
n	0.0068255453	0.3963315	0.5713921	0.024531865	0.000914641	1.8104021e-06	2.540221e-06
i	0.017816812	0.20931563	0.699157	0.05815343	0.013148925	6.399633e-06	0.0024018215
e	0.012056964	0.1315972	0.033245653	0.8121987	0.010871051	2.5439971e-05	5.000044e-06
n	0.018159071	0.012320759	0.16562258	0.7996906	0.0041279844	7.7970464e-05	1.0439633e-06
è	0.0020990775	0.015220728	0.5577579	0.20299117	0.1945548	0.0025791372	0.02479707
r	0.0007461141	0.0016692388	0.2597136	0.6835973	0.051751547	0.0023591912	0.00016307784
k	0.039309915	0.03873764	0.28305903	0.43158576	0.19441311	0.004734616	0.008159956
o	0.018143538	0.047786675	0.087299734	0.14845286	0.48836046	0.062719904	0.14723678
t	0.0070269187	0.014053939	0.0015252997	0.41287762	0.2722082	0.1521862	0.14012177
t	0.019009171	0.014429695	0.044421144	0.19998212	0.6827098	0.020982726	0.018465359
e	0.0010914118	0.0022878312	0.01840994	0.08040188	0.42506713	0.14077128	0.3319706
p	0.0011157788	0.0015632204	0.0002995615	0.0670022	0.13278584	0.24542955	0.5518038
l	3.9978888e-05	0.00011133857	0.0008890584	0.001226629	0.069884755	0.9168075	0.011040831
è	0.00011401496	0.00016809808	0.000497876	0.00069025747	0.043149818	0.9369953	0.018384552
o	1.9052997e-05	3.873298e-05	0.00022529221	0.0007532808	0.015095619	0.8925623	0.091305636
</S>	0.0047055604	0.005755594	0.0008503285	0.020425187	0.037882976	0.1477711	0.7826093
