 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.99004877	0.00985488	9.392706e-05	1.8930516e-06	4.424601e-07	9.16601e-09	3.0393774e-09
ò	0.80677885	0.19291453	0.00030044754	1.3586149e-06	6.924892e-07	4.2305027e-07	3.7768862e-06
p	0.9674337	0.031551618	0.0010037776	1.087317e-05	4.6021196e-08	3.1917588e-10	1.0546026e-09
u	0.8991704	0.10023153	0.00027208246	1.3222923e-06	3.2739003e-06	2.2164564e-05	0.00029921878
o	0.41906065	0.5806308	0.00028019355	2.7966827e-05	3.8902485e-07	2.0571513e-09	1.3903328e-09
G	0.014838933	0.94948256	0.035566874	0.0001114975	1.6169308e-07	2.6769835e-09	1.4969553e-10
i	0.4632297	0.41770607	0.109215826	0.001830957	0.0031090693	0.002422995	0.0024853966
o	0.05464752	0.9129814	0.028227245	0.0037695551	0.00020406784	0.00010512038	6.504331e-05
v	0.0005478992	0.034278583	0.9491082	0.016025215	3.9166618e-05	9.939654e-07	2.6501823e-08
à	0.05324183	0.046947815	0.80498874	0.019977868	0.0059825643	0.03004894	0.038812224
n	0.007044018	0.19879809	0.77491814	0.018927205	0.0002984444	8.57417e-06	5.588265e-06
n	0.03809452	0.08690278	0.68881	0.13504598	0.018194351	0.012978352	0.019973982
i	0.0027799087	0.03660935	0.7786112	0.17758068	0.0040126164	0.00018524339	0.00022108087
j	0.005343491	0.018574296	0.1514408	0.8098002	0.014533803	9.63615e-05	0.0002110304
ù	0.034112453	0.0742714	0.33551568	0.45895872	0.05767732	0.035382397	0.0040820865
r	0.0003878572	0.005291136	0.59761566	0.37308174	0.012068501	0.008288047	0.0032670305
i	0.009740496	0.019694554	0.20342804	0.48900175	0.11749802	0.14608634	0.014550799
s	0.001676799	0.0040160916	0.041651744	0.72044265	0.19495663	0.0072759003	0.029980222
e	0.03786563	0.036345113	0.08366635	0.37483975	0.3366324	0.09630077	0.034350008
è	0.00026992394	0.0006992937	0.02089396	0.46457255	0.44932264	0.04136589	0.022875752
s	0.0018962711	0.0022474625	0.12246807	0.51876116	0.3103687	0.04050898	0.0037492856
s	0.07998122	0.055093095	0.021484628	0.07072886	0.27902514	0.40978745	0.08389962
u	5.291032e-05	0.0001352942	0.0024045801	0.029135605	0.054153632	0.20249759	0.7116204
</S>	0.00041692206	0.000555776	0.000719064	0.028684586	0.08991038	0.031841684	0.84787154
