 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.9904165	0.000110018824	0.009227727	5.289737e-05	0.00018519073	4.5203055e-06	2.9968455e-06	9.705455e-08	2.7370767e-10	8.347139e-10	4.2865234e-10
r	0.99905235	0.00051725685	0.00043005293	1.07273095e-07	1.9630785e-07	1.2200312e-09	1.3928305e-09	5.7475003e-09	9.622882e-13	5.0029336e-09	5.472469e-11
t	0.9094718	0.08501323	0.0054348647	9.659617e-06	9.10346e-06	1.7309029e-06	1.3968757e-06	2.3485272e-06	1.0395257e-07	5.3032425e-05	2.7241497e-06
e	0.9192104	0.024004877	0.056779187	3.840038e-06	1.7795409e-06	3.571804e-08	5.182568e-09	3.0112028e-09	1.412574e-10	6.6207466e-09	2.2163286e-08
n	0.8749238	0.003255329	0.12172441	9.3811206e-05	2.5818447e-06	2.8134917e-08	1.2610825e-08	2.7343554e-09	6.081806e-13	9.939454e-14	3.4106823e-15
a	0.319546	0.30680403	0.37318343	0.00045102276	1.5269197e-05	2.7489196e-07	7.897533e-09	1.0894097e-08	1.4630453e-11	6.2537464e-09	5.7949343e-09
i	0.43899423	0.20155989	0.35706505	0.0023590026	2.1128757e-05	4.2761238e-07	1.8509834e-07	4.9140002e-08	6.329589e-12	2.298774e-12	1.910244e-13
v	0.035199936	0.7501256	0.19449736	0.020065172	0.00010809927	2.938367e-06	4.192917e-07	4.5820195e-07	3.0181385e-11	8.5560455e-11	5.845295e-12
ò	0.0006282711	0.6088507	0.27670974	0.11113904	0.002526408	0.00014201785	1.3088687e-06	6.982191e-07	2.2372955e-09	2.0521612e-07	1.5875964e-06
s	0.002797786	0.17986977	0.7500661	0.06702061	0.00023053588	1.3532763e-05	1.5046688e-06	1.5351003e-07	1.4196407e-09	2.3455714e-12	2.352212e-11
t	0.00832349	0.034176916	0.776714	0.1780342	0.002674534	7.4301606e-05	4.2451487e-07	2.4007127e-07	1.9312338e-09	1.3186089e-08	1.8204095e-06
e	0.0020079953	0.031621914	0.5605848	0.40061504	0.004930691	0.00022662655	8.2794195e-06	4.6193095e-06	5.8002584e-08	4.1126365e-09	5.506371e-09
s	0.0023680963	8.86756e-05	0.18389769	0.7901872	0.02316257	0.00025496946	3.8975817e-05	1.8967137e-06	1.5159548e-08	4.8957722e-09	8.9800517e-10
t	0.005983455	0.014386303	0.25159195	0.66745716	0.05850696	0.0020380039	1.3839262e-05	1.7635275e-05	1.0359948e-07	1.2719812e-07	4.3705227e-06
u	0.000989367	0.0061144973	0.16333461	0.78733724	0.03960421	0.0023335917	0.0002015683	8.372212e-05	1.0500986e-06	1.3071573e-07	7.844339e-08
d	0.0006740595	4.3360124e-05	0.024667773	0.6366364	0.32061175	0.014105786	0.0031683429	9.098094e-05	1.3582402e-06	1.74288e-07	1.3857411e-08
i	0.00044634822	0.0041687335	0.02078511	0.67693985	0.23420647	0.061451927	0.00146763	0.0003820122	7.388421e-06	8.6375685e-06	0.0001359629
è	0.0003368228	0.00010876807	0.01288955	0.6139556	0.3298063	0.033493318	0.009047787	0.00034217007	1.6948292e-05	1.7859894e-06	8.7628695e-07
o	0.001579962	0.012183138	0.013296084	0.5976691	0.28270048	0.083886504	0.008242769	0.000421051	2.0818157e-05	9.608058e-09	5.12387e-08
n	0.0010797636	0.00015624842	0.0019937963	0.04015017	0.41446716	0.3619197	0.16157486	0.018018834	0.0006379908	1.3083076e-06	1.0680238e-07
a	0.0021058815	0.0020523684	0.007133184	0.06403443	0.37544742	0.4824536	0.053931605	0.011901692	0.0008146997	1.1724515e-05	0.00011334713
n	6.482129e-05	1.5881642e-05	0.00020493196	0.008970121	0.2014195	0.34478936	0.3536916	0.082080245	0.008537273	0.00021126083	1.5010131e-05
a	0.00065148144	0.0011852745	0.0024891174	0.0482671	0.2931529	0.5233825	0.1056146	0.021998795	0.0029307734	3.4395987e-05	0.00029314455
m	4.3756634e-05	1.0482681e-05	9.3021255e-05	0.0021217847	0.0584417	0.2318644	0.51069444	0.1598215	0.035774164	0.0010413497	9.342969e-05
à	0.0020758605	0.0022735326	0.0059158383	0.03333809	0.20466942	0.47473305	0.22922471	0.035239745	0.012147612	0.00015146783	0.00023064259
s	4.3701893e-05	7.801016e-05	0.00031234897	0.011574843	0.16397668	0.44135353	0.30810308	0.02184173	0.04796276	0.0012695455	0.0034837406
o	0.01448013	0.007336995	0.031596232	0.05691227	0.22718008	0.44234264	0.119436406	0.07166754	0.027451308	0.00031398828	0.0012823561
n	9.0906986e-05	2.205521e-06	0.00013453836	0.0008410313	0.021338731	0.08171885	0.42897382	0.38929874	0.037140064	0.029751455	0.010709576
a	0.00019549845	0.00012425327	0.00027965775	0.001789685	0.02688154	0.20451574	0.1431864	0.41973877	0.19937502	0.0015233728	0.002390026
d	8.633511e-05	8.725535e-06	7.713896e-05	0.00034993992	0.0061720675	0.04106485	0.19013698	0.5926764	0.14776085	0.018371455	0.0032952067
i	0.0017918678	0.0025930777	0.0044572223	0.014539645	0.0458818	0.24128394	0.1644669	0.20011544	0.31002006	0.0058784257	0.008971617
v	3.8276317e-05	9.330062e-06	7.0579605e-05	0.00048818177	0.00886555	0.06735111	0.31098315	0.2880329	0.21982136	0.060132943	0.04420662
e	8.960724e-05	0.00057809195	0.00044782177	0.0056797327	0.019123733	0.25737163	0.17598736	0.1179255	0.40439025	0.0049441736	0.013462109
n	7.222445e-05	6.7192595e-06	0.00010858312	0.00057098403	0.008754717	0.051877707	0.30848053	0.2647126	0.13062978	0.16482253	0.069963604
t	0.0002759261	0.0010622699	0.00045807633	0.0035712554	0.013667837	0.15758835	0.36798593	0.053756215	0.39963984	0.0010227768	0.0009715833
è	0.00040590216	0.0006988367	0.00055115664	0.0017528863	0.0062069315	0.039141636	0.13822478	0.045719333	0.71104246	0.030041015	0.02621511
s	4.2190793e-05	6.720962e-05	5.745652e-05	0.00017666336	0.00080060284	0.0072043366	0.026140872	0.038003888	0.42364055	0.020679353	0.4831869
s	0.019570535	0.00968485	0.027098406	0.030457098	0.084046744	0.17449954	0.08035984	0.25166163	0.26767027	0.018175552	0.0367755
o	8.094024e-05	6.241296e-05	0.00013839356	0.000490945	0.0045093186	0.027121235	0.0728138	0.072969176	0.18717071	0.074006625	0.56063646
m	0.0005564944	6.5865447e-06	0.00033092266	0.0003759936	0.0020516254	0.0048343292	0.046089433	0.2295728	0.027932815	0.2901652	0.3980838
a	0.0021387737	0.0017548684	0.0026359174	0.0038967167	0.012234032	0.03969679	0.08082302	0.26823762	0.4853156	0.055081192	0.048185553
è	1.9079544e-05	2.9799378e-06	2.4346318e-05	7.40676e-05	0.0006707202	0.004523971	0.032686245	0.11138148	0.09487676	0.30569488	0.45004547
s	0.00047163267	0.00043187066	0.0003794959	0.0010112303	0.004778224	0.038486987	0.11529436	0.22394454	0.60726994	0.0026587404	0.0052730795
t	0.045516867	0.013393926	0.03408524	0.019004272	0.043774396	0.050051846	0.016357755	0.2865678	0.13664278	0.043420877	0.31118426
r	7.827565e-06	5.000672e-06	1.1443848e-05	2.7620114e-05	0.0002358558	0.0013737385	0.0039576255	0.018377792	0.02944876	0.05932907	0.8872252
a	1.9598187e-06	1.703815e-06	3.2986911e-06	1.0595409e-05	8.615079e-05	0.0006661364	0.0023042343	0.008132607	0.027227668	0.03863261	0.9229331
</S>	5.838559e-05	2.352275e-06	4.7171477e-05	6.530656e-05	0.00032529264	0.0010083854	0.007908737	0.051125906	0.013367043	0.137935	0.78815633
