 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.9724471	0.02657046	0.0008978745	8.238282e-05	1.6353098e-07	2.1316514e-06	1.4783756e-09	1.9097869e-10
à	0.0020250946	0.008978461	0.98897666	6.63662e-06	2.8430875e-07	1.2924353e-05	1.1688875e-08	6.191188e-11
b	0.00085852516	0.10520376	0.8939318	4.6976857e-06	2.85985e-08	1.0725573e-06	5.3713445e-10	2.1246621e-10
b	0.005143629	0.9554188	0.039319597	0.0001084363	3.25767e-06	5.432052e-06	3.542393e-07	4.0983244e-07
e	0.10002132	0.8609425	0.037215784	0.0017511353	7.3433876e-06	6.0947226e-05	9.043575e-07	1.228056e-07
t	0.11689395	0.8581377	0.024886696	8.075492e-05	7.6457076e-07	7.145982e-08	2.627787e-08	4.87997e-09
o	0.035316177	0.81538314	0.07255422	0.076174475	0.00021076218	0.0003451945	1.4819222e-05	1.297995e-06
u	0.00818695	0.09759616	0.8623549	0.0318432	1.8208244e-05	6.139781e-07	1.0253967e-08	1.3667093e-09
k	0.00032667766	0.0080092	0.89983594	0.090747915	0.0005737788	0.00050643075	1.0902004e-07	3.3651157e-09
o	0.0022620643	0.38570026	0.04174243	0.52538353	0.0074560256	0.027902974	0.009153165	0.00039951003
r	0.0025004558	0.024216305	0.32636353	0.6255294	0.020905254	0.00045932757	8.81309e-06	1.6959913e-05
a	0.012882039	0.26333046	0.06624797	0.49525774	0.003749677	0.15392968	0.0029290693	0.0016734422
s	0.003362769	0.012950913	0.09368946	0.7379704	0.14880681	0.00312185	1.6952852e-05	8.080722e-05
ì	0.011816764	0.1691026	0.071469516	0.5319482	0.010320304	0.18493895	0.016611503	0.0037921804
u	0.00031566914	0.0023768449	0.043700695	0.66373575	0.1988546	0.09003851	0.0006515304	0.00032644317
è	0.00013857688	0.00033419317	0.011122828	0.038956553	0.5379775	0.4103382	0.0010478379	8.429942e-05
n	0.00012227267	0.00026802387	0.0065774377	0.028033493	0.11194712	0.85239285	0.0006308285	2.789867e-05
a	0.0035927258	0.0047121677	0.021495312	0.0486992	0.07339661	0.7799366	0.066621296	0.0015460537
n	2.58917e-05	4.2807318e-05	0.00065849215	0.0016378282	0.1683135	0.74732953	0.018601904	0.06338997
e	3.3798122e-05	5.271678e-05	0.0006627434	0.0028556548	0.12924387	0.694527	0.16709907	0.005525164
à	2.7513655e-05	4.5649555e-05	0.00047397302	0.00095815293	0.09634169	0.7152662	0.024364892	0.16252199
s	8.215973e-06	1.7232042e-05	0.0003547942	0.0008807194	0.046128575	0.90491164	0.03889371	0.008805082
p	5.5802288e-05	4.1522162e-05	0.0002737514	0.00035274558	0.0080932565	0.116968066	0.83009374	0.044121116
r	0.00016457208	0.00019020312	0.00034786554	0.0011061197	0.040143106	0.047079083	0.14623384	0.7647352
o	0.00036598346	0.00039067006	0.00041900369	0.0008359552	0.018523594	0.0068201288	0.23088951	0.7417551
</S>	0.012519341	0.010801788	0.013260173	0.010347796	0.038395308	0.03536226	0.008351091	0.8709622
