 	dove	aveva	per	stare	non	aveva	</S>
p	0.98058677	0.014237481	0.004327434	0.00070485886	0.000143399	2.7964857e-08	1.1992229e-09
u	0.4258314	0.22789852	0.34250012	0.0030250268	0.0007085182	1.936464e-05	1.6981716e-05
ì	0.07351279	0.50949955	0.41507405	0.0018064041	0.000107288484	1.42830245e-08	7.1598905e-10
c	0.000821774	0.9898974	0.008981669	2.3170676e-07	0.0002989459	3.2965083e-08	7.663186e-10
h	0.051126655	0.93304676	0.014080364	1.3227018e-05	0.0017240002	6.4889796e-06	2.5666209e-06
e	0.2554655	0.48196524	0.22570124	0.0301308	0.0067363367	7.8825593e-07	5.77573e-08
n	0.023623893	0.011660413	0.8452292	0.119465135	2.1384152e-05	3.9947173e-10	2.0700786e-09
a	0.049714513	0.15340658	0.74846154	0.03923007	0.009171864	1.3939196e-05	1.5249999e-06
s	0.0018332007	0.014305911	0.8117196	0.1705947	0.0015457154	8.759312e-07	5.8006764e-09
t	0.18842916	0.13507888	0.46487597	0.05431294	0.13167334	0.022849487	0.0027800975
a	0.0042868177	0.005568186	0.21201617	0.774075	0.0040088645	6.529753e-06	3.8432794e-05
s	0.0029251562	0.0062417556	0.27155906	0.6132499	0.10532629	0.000491189	0.00020662078
ì	0.0013372714	0.00057567185	0.002369795	0.001781695	0.060964953	0.92334145	0.009629116
e	2.7141665e-05	0.0026308412	0.009791144	0.0038337351	0.3077265	0.6754598	0.00053079973
n	9.62258e-05	0.0012445225	0.0013448786	0.00046359032	0.5864499	0.41025916	0.00014163335
ì	0.00017543536	0.0017505281	0.0015774191	0.0006576583	0.1919981	0.80264956	0.00119123
c	8.100868e-06	0.00011327583	8.136931e-05	5.059206e-05	0.021334168	0.97773355	0.0006789797
h	0.00016125874	0.0029823384	0.00050818373	8.377986e-05	0.028676774	0.9553537	0.012233938
e	0.2894512	0.20656176	0.16179557	0.05621089	0.054854058	0.1455221	0.08560442
</S>	0.046485342	0.033065777	0.058517545	0.045780163	0.07194243	0.037634127	0.7065746
