 	ho	rotto	una	bottiglia	</S>
è	0.94613	0.052498378	0.00017527759	0.0011958936	4.6406566e-07
g	0.0064661507	0.8846584	0.10533985	0.003534414	1.2499106e-06
l	0.011248984	0.96891385	0.017438652	0.0022066513	0.0001919086
a	0.2801008	0.65853393	0.037175458	0.02413419	5.5678316e-05
s	0.079535306	0.9009996	0.018902969	0.0005303565	3.179736e-05
a	0.23648384	0.40143293	0.27604094	0.064770624	0.021271655
m	0.006458878	0.28273275	0.708676	0.0020812296	5.1069135e-05
i	0.004008293	0.008072009	0.13786665	0.8271123	0.02294071
a	0.0034577802	0.13442773	0.69764966	0.13068263	0.03378214
b	0.00015672413	0.013970781	0.95903194	0.026386378	0.00045418448
u	0.00280304	0.004563715	0.18643194	0.6643188	0.14188254
t	0.0032143537	0.02250126	0.638937	0.16900866	0.1663387
t	0.048640672	0.08707439	0.32360902	0.17763755	0.36303842
ì	0.0029974033	0.0058280574	0.04504815	0.27222338	0.67390305
g	0.000115333154	0.00010606623	0.0030021134	0.027546445	0.96923
l	0.007909339	0.0054236585	0.10225625	0.53673106	0.34767964
i	0.013113957	0.0066738487	0.08774289	0.45732918	0.43514013
a	0.0037747603	0.0018651825	0.016779892	0.4973768	0.4802034
</S>	0.02219413	0.023276707	0.052647166	0.06259253	0.8392895
