 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.98922104	0.00818549	0.0011058744	0.0014828914	4.576113e-06	7.8476255e-08	2.0682413e-10	2.3846983e-10	2.3271388e-10
d	0.9927825	0.003096616	0.0041088215	1.2079245e-05	1.5487005e-08	3.8247705e-10	4.7153747e-13	8.998112e-14	2.1695649e-12
ì	0.79806864	0.18537867	0.016503738	3.5107867e-05	1.3563342e-05	6.400919e-08	1.0931212e-08	8.459567e-08	1.2926577e-07
s	0.82398814	0.17474066	0.001244294	2.5297768e-05	1.6070036e-06	5.1514076e-10	2.6397311e-11	6.7032296e-13	2.1775873e-12
o	0.1438629	0.8554905	0.00045504246	0.00018591191	5.1784523e-06	1.3176974e-07	3.3752887e-10	5.5105508e-12	3.9130018e-07
n	0.16311167	0.38482952	0.45203856	2.0271396e-05	2.2842528e-09	4.5227064e-12	1.4008372e-11	5.5075633e-16	1.7374253e-14
t	0.04010231	0.9177596	0.041655984	0.0004771913	4.873526e-06	3.7969247e-08	4.879911e-10	1.2699995e-12	2.3680467e-08
a	0.09964706	0.808826	0.08860648	0.0029189049	1.4887115e-06	5.0626586e-10	4.1595788e-10	7.928314e-15	6.1443496e-11
t	0.025229456	0.1378423	0.83487666	0.0020513036	2.2991819e-07	5.34498e-10	3.8773558e-09	2.0203508e-13	1.13239045e-11
i	0.019864857	0.47421697	0.14744286	0.34989914	0.008285901	0.00024789758	5.5984094e-07	1.7049687e-10	4.18248e-05
k	0.0025581324	0.016677221	0.97097296	0.009777749	1.3915131e-05	2.3876874e-08	4.7482658e-08	1.3486688e-12	5.481511e-10
i	0.011854011	0.31000048	0.080519676	0.5355622	0.06065535	0.0005796509	7.741821e-05	6.9833845e-08	0.0007511005
a	0.006419184	0.025008991	0.8648343	0.103211544	0.0004857769	1.2387675e-05	2.6210308e-05	1.7898078e-07	1.4256841e-06
t	0.004213444	0.0171164	0.27431336	0.48704597	0.21506771	0.002146821	9.610147e-05	2.9605818e-08	7.033571e-08
è	0.01708371	0.08512412	0.06835178	0.51297295	0.29887167	0.014145129	0.00014922889	1.1065075e-07	0.003301249
r	0.0001117697	0.0007464165	0.0032724713	0.1315019	0.84987116	0.0143217025	0.00016768783	1.5945448e-08	6.8623604e-06
a	0.014338739	0.039018013	0.03326758	0.6165504	0.29285318	0.0021823603	0.0012306535	2.957751e-08	0.00055915193
t	0.0034335463	0.0028364712	0.011307997	0.75855047	0.18025024	0.0262523	0.017266344	3.4393208e-05	6.823885e-05
i	0.0038763299	0.0077220188	0.0034020836	0.26260087	0.7054002	0.01599903	0.00088417914	7.899216e-09	0.00011532876
n	0.00023837823	0.00022483886	0.0010440216	0.16437095	0.66440076	0.12271748	0.046913594	4.867915e-05	4.1357765e-05
ì	0.00064396573	0.0014008825	0.000661342	0.065397546	0.8318113	0.09127084	0.00810941	3.7869552e-07	0.00070434244
c	4.468279e-06	8.574167e-06	1.0339037e-05	0.003188337	0.6335319	0.35741723	0.0057830643	3.0898043e-06	5.2909494e-05
h	0.0006482017	0.0010664904	0.00040843143	0.00837573	0.8621056	0.11765652	0.00845791	8.872667e-06	0.0012723432
a	0.22455518	0.30888915	0.026066221	0.12833847	0.039077487	0.044073176	0.2190596	0.0062298677	0.0037108008
p	0.019321527	0.007839063	0.011631382	0.03538538	0.013532127	0.09797112	0.66884375	0.10324215	0.042233497
à	0.015097488	0.029767644	0.007726885	0.060572073	0.122799836	0.039982222	0.70963246	0.0012374321	0.013184021
r	7.641952e-05	0.000108067885	9.7611824e-05	0.0025325888	0.07581814	0.69938296	0.19001605	0.0163447	0.01562351
