 	la	pasta	vuole	sale	</S>
i	0.99221134	0.0077325646	4.9707243e-05	5.9277e-06	5.274244e-07
p	0.9802107	0.014283161	0.0052758716	0.00022992186	1.8312525e-07
à	0.0074898065	0.05629011	0.029033236	0.20179749	0.70538944
s	0.80354863	0.17969504	0.01649159	0.00021604694	4.8796188e-05
t	0.45097852	0.4494157	0.06709948	0.00016477254	0.0323416
a	0.109349914	0.7969528	0.08653528	0.0022418338	0.0049201488
t	0.20157614	0.19339202	0.5671689	0.026514897	0.011348013
è	0.0061609056	0.03554297	0.95088494	0.0041893134	0.003221914
l	0.0033142376	0.03259784	0.92583615	0.037824642	0.0004270838
i	0.022711042	0.057443272	0.74077284	0.110576354	0.068496436
à	0.0021912379	0.002875278	0.0399896	0.7048753	0.25006858
l	0.00062030123	0.0010159061	0.085769214	0.89907825	0.013516252
a	0.0027149096	0.0023168344	0.055283986	0.6822133	0.257471
</S>	0.0060246275	0.002599723	0.004382692	0.3557661	0.63122684
