 	il	muro	vuole	uno	specchio	</S>
o	0.9983962	0.00014817271	0.0013183524	0.000134425	2.8852955e-06	1.1595255e-08
t	0.8618034	0.04326117	0.09367314	0.0010787458	0.00018345186	1.2014605e-07
ì	0.0022090725	0.99748296	0.00030251525	4.327342e-06	1.0908072e-06	1.3154228e-07
c	0.006071105	0.9908332	0.0030770341	6.762255e-06	1.1905933e-05	2.0665903e-08
h	0.053800143	0.81707805	0.12852229	0.0005435985	4.7093166e-05	8.837377e-06
o	0.53846854	0.17462902	0.28048247	0.005884535	0.0005352578	2.2402479e-07
t	0.0377058	0.0012100873	0.95889574	0.0021872246	1.1244429e-06	2.766464e-09
è	0.00949189	0.00638542	0.9793522	0.0046676514	8.74513e-05	1.5349404e-05
l	0.0004094869	0.08480532	0.90948296	0.004885543	0.00041606274	5.531142e-07
i	0.054567553	0.003837191	0.89843994	0.042081762	0.0009442721	0.00012917524
n	0.00234965	0.00017579898	0.19744906	0.79376096	0.0044324053	0.0018321837
a	0.0019456833	0.008003933	0.34222293	0.47850457	0.16920474	0.00011817331
n	0.00022143782	0.00072196074	0.016528515	0.78011155	0.20162071	0.0007958191
g	0.0025908821	0.0047568437	0.16693276	0.43737367	0.38360712	0.0047386647
h	0.009056894	0.005478683	0.10869532	0.46881175	0.2538054	0.15415202
i	0.0086397845	0.0077711428	0.08432166	0.21753839	0.49935162	0.18237734
a	0.006267801	0.009100843	0.031093165	0.37383536	0.2560069	0.32369596
l	0.0009992655	0.008223897	0.012105847	0.32506	0.6512001	0.0024108943
ì	0.0038864887	0.15315063	0.049479514	0.03976828	0.695822	0.057893153
</S>	0.000113768525	0.0022176735	0.00059957866	0.014026905	0.11229765	0.8707444
