 	lo	posso	finire	di	scrivere	</S>
o	0.9969258	0.0026975817	0.000279503	9.3404175e-05	3.6440263e-06	4.3996987e-08
s	0.32947212	0.66927785	0.000963131	0.00028686144	7.437908e-08	1.4330012e-09
ò	0.040161338	0.9597095	0.00012540318	3.654025e-06	2.5497188e-08	1.51174e-07
z	0.025582217	0.9739677	0.00044074687	9.4456855e-06	7.385426e-09	8.7229923e-10
o	0.010477121	0.97807854	0.011305119	0.00013643347	8.3223796e-07	1.956208e-06
s	0.26336366	0.073749915	0.44960183	0.21287076	0.00041124062	2.6128862e-06
p	0.005099276	0.6355279	0.35577348	0.0035972893	1.9964148e-06	3.9309544e-08
i	0.11300971	0.40337667	0.42657962	0.0493592	0.007667478	7.275859e-06
c	0.01673355	0.04294294	0.6865549	0.24063724	0.013024013	0.000107308064
c	0.00036262127	0.08464959	0.85615855	0.016139792	0.041324083	0.0013653603
è	0.05586313	0.05005237	0.28449842	0.15747602	0.45119065	0.00091943704
t	0.017602636	0.0065274346	0.6745974	0.23249368	0.06603774	0.002741118
s	0.054044906	0.049996834	0.86215556	0.020987615	0.009503004	0.00331221
i	0.014039338	0.013877533	0.4486476	0.323726	0.17765538	0.022054173
à	0.0019080822	7.6446064e-05	0.0016324895	0.9907397	0.003862183	0.0017811685
t	0.00049907353	0.035296973	0.35898748	0.5769072	0.028258592	5.0694194e-05
s	0.04730363	0.30418095	0.34550512	0.18339439	0.11837255	0.0012433884
e	0.00053093466	0.0020320418	0.047731724	0.32381645	0.40885806	0.21703072
g	0.00035027385	4.3855125e-05	0.00045489965	0.83850026	0.13991879	0.020731883
r	0.00043788427	0.001593565	0.007937294	0.06680645	0.9206906	0.0025342084
à	8.021534e-05	0.0001235438	0.0017171655	0.07973726	0.89971536	0.018626496
t	0.0002434284	0.00011818188	0.0018383554	0.014576579	0.5741638	0.4090596
s	0.03959255	0.079137914	0.38272128	0.11203057	0.3741885	0.012329261
i	0.00016101744	0.0001379903	0.0015126802	0.015672179	0.3277566	0.6547595
</S>	0.0015896966	0.000172601	0.00022897821	0.045960385	0.058853403	0.8931949
