 	la	casa	la	costruisce	il	mastro	</S>
o	0.9469923	0.050980836	0.0018685022	3.4493743e-05	0.00011789757	6.150743e-06	5.662594e-09
s	0.8658087	0.030942084	0.10278647	0.0004472796	1.4991717e-05	4.4329693e-07	1.0560747e-08
p	0.11843903	0.43909922	0.4347693	0.007675918	1.0067682e-05	4.665286e-06	1.8250123e-06
ì	0.37981594	0.30749825	0.3113662	0.0012026322	0.00011642045	5.8622226e-07	2.364636e-09
t	0.2569578	0.58825266	0.13750517	0.01716824	0.00011596097	6.4129104e-08	9.0114376e-08
i	0.05450358	0.75150174	0.18859866	0.0052113063	0.0001763692	5.798203e-08	8.234428e-06
o	0.0825554	0.20993383	0.69617206	0.010102954	0.0012323079	3.1512964e-06	2.6523077e-07
f	0.0037745875	0.026849024	0.5084056	0.4606267	0.00034389435	2.170608e-07	2.5392557e-08
a	0.0016602394	0.056365803	0.07031664	0.8690749	0.0007154349	2.5337846e-05	0.0018415228
b	0.009886936	0.02863484	0.23940095	0.68134266	0.02990415	0.010367366	0.0004630393
b	0.00018170306	0.0069310726	0.009065627	0.9799472	8.554271e-05	1.0305376e-05	0.0037785643
r	0.00022261527	0.0064871013	0.009310399	0.80659676	0.031859607	0.015143844	0.13037965
i	0.0037700501	0.022712529	0.05737865	0.7586997	0.13342124	0.021390457	0.0026272722
k	0.0061816885	0.013198475	0.056502663	0.39027962	0.4988984	0.033745904	0.0011932374
è	0.00065157894	0.029245248	0.044154286	0.9123696	0.005550561	0.00044124504	0.007587383
i	0.0034671912	0.010121513	0.030039545	0.46395063	0.43277982	0.029698156	0.029943159
o	0.048838787	0.028210718	0.074540034	0.17314747	0.52433	0.1322137	0.018719235
m	0.031683967	0.028496126	0.06701888	0.38312638	0.4205653	0.031696662	0.03741278
à	0.00423389	0.032622278	0.043185826	0.18687245	0.07831592	0.0312494	0.62352026
s	0.00030410776	0.00049798505	0.0011258267	0.01751765	0.063763484	0.6266714	0.29011962
c	0.011315865	0.03609593	0.039861318	0.039582603	0.060836166	0.01694455	0.79536355
i	0.00014411868	0.00022654656	0.00029513362	0.0002834234	0.008938068	0.5514267	0.438686
a	0.0002057001	7.841582e-05	0.00017524195	0.00023101969	0.004397563	0.6770228	0.3178892
</S>	0.0002330488	0.00020004906	0.00036890697	0.0010077582	0.006630979	0.07617249	0.9153868
