 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.9285124	0.066640094	0.0021335487	0.0026840875	2.9835497e-05	1.07154044e-07	2.7490934e-09	5.5191895e-10
n	0.007505555	0.9917184	0.0003541401	0.00039880504	2.2970733e-05	7.685951e-08	3.9105114e-08	9.55488e-10
a	0.019134205	0.97903776	0.0012984666	0.00042242082	8.175112e-05	8.899679e-07	2.426683e-05	2.0036227e-07
v	0.0052204435	0.9946337	0.00014262123	2.3393902e-06	9.156075e-07	5.249191e-10	7.0153627e-12	2.0805386e-13
o	0.31902438	0.079040356	0.060593918	0.54106593	0.0001880583	2.6209525e-06	4.1694198e-06	8.0581136e-05
r	0.029336011	0.9511383	0.019278476	0.000119946875	0.00012549302	1.6871348e-06	3.3561e-08	1.0473815e-09
à	0.010550602	0.831889	0.01737166	0.106876165	0.031985413	0.00033424387	0.000691189	0.0003017694
s	0.1766143	0.13751902	0.53339	0.14496444	0.007341971	0.00016959797	6.4515444e-07	7.005687e-08
o	0.10995593	0.007651347	0.0831368	0.7979768	0.00037971692	9.093052e-06	3.0722126e-06	0.00088723627
o	0.019012464	0.007900448	0.9363655	0.03530685	0.001410956	3.846566e-06	8.85306e-09	2.7164274e-08
t	0.0024954446	0.007843306	0.19640382	0.60993683	0.18288185	0.0004378301	9.2750304e-07	3.6805696e-09
s	0.0028921252	7.068924e-05	0.008101475	0.98431474	0.0044466527	6.703288e-05	6.5944528e-06	0.00010071546
o	0.0036513223	0.007958165	0.22936916	0.74729824	0.011111722	0.0005814114	2.0295322e-05	9.75256e-06
m	0.0012271102	0.0010315448	0.018844683	0.07811452	0.8932029	0.0075538987	1.9265646e-05	6.0254083e-06
ì	0.0071751457	0.002100318	0.015527873	0.79167426	0.15520777	0.01089479	0.012207214	0.0052126567
k	0.0012099583	0.0013069519	0.032616563	0.5820948	0.3679912	0.010789257	0.0032875277	0.0007037767
u	0.072211206	0.009550466	0.065347664	0.67470443	0.12357257	0.023002867	0.025116974	0.0064938734
à	0.001802664	0.0009033676	0.007204937	0.015374212	0.8719596	0.09830029	0.0021126773	0.002342326
i	0.0028048423	0.0012001832	0.006113324	0.05987471	0.80323267	0.1256525	0.0010892749	3.2404605e-05
k	0.0020474505	0.0010397087	0.0019017395	0.0048104743	0.3316395	0.6365342	0.02180406	0.00022283536
u	0.0006433951	6.749397e-05	0.00032678363	0.009564802	0.032076705	0.15519334	0.7765651	0.025562452
à	0.0009346275	0.0007101427	0.0015366434	0.002110467	0.28996822	0.5521586	0.12274559	0.029835721
i	0.0010862909	0.0012911563	0.0010407022	0.006272863	0.2772557	0.6560511	0.05585679	0.0011453814
m	0.0007099451	0.00031685672	0.00051500724	0.0012613508	0.030934636	0.4191071	0.5261411	0.021013925
è	0.00026311947	3.095774e-05	0.00010021703	0.0006313088	0.00094107894	0.02085857	0.96553504	0.011639646
r	0.0004389978	0.00021220472	0.00032576712	0.0005631758	0.0053246655	0.045118324	0.8764029	0.07161396
i	0.0019430781	0.000301192	0.0009114026	0.0016843393	0.00067602313	0.011597986	0.8237792	0.15910669
</S>	0.013550188	0.0077341064	0.008308281	0.0008183109	0.009668463	0.026026044	0.03004539	0.9038492
