 	può	che	sono	ancora	svegli	</S>
i	0.97879446	0.019722113	0.0012009143	0.00027538755	6.983386e-06	2.5097535e-07
s	0.9982905	0.0015913834	0.00011507523	3.0966808e-06	3.058413e-09	9.889342e-12
ò	0.9825398	0.016868224	0.0005917961	7.7137955e-08	3.838552e-10	1.3115552e-07
z	0.86483216	0.09428033	0.040886268	1.3526061e-06	2.254939e-09	5.2971866e-10
i	0.91026014	0.083593875	0.0061183404	1.8802675e-06	2.9554745e-09	2.5867035e-05
k	0.010438925	0.9804882	0.008588983	0.00047387087	2.7259061e-06	7.328415e-06
a	0.0054460834	0.8846605	0.10955217	0.00025365714	3.6180987e-07	8.7311884e-05
ì	0.0028982777	0.9428396	0.049213905	0.004739914	0.00023688315	7.140135e-05
n	0.003216489	0.22955894	0.76411575	0.0030808286	2.0712878e-06	2.5887111e-05
e	0.0689963	0.33631197	0.5817541	0.010049422	9.1791235e-06	0.0028790361
a	0.0014010397	0.03870856	0.058595758	0.8808558	0.01791556	0.0025233377
n	0.002758437	0.009453766	0.286631	0.6995074	0.0016193072	3.0072128e-05
k	0.03464019	0.07128954	0.52696514	0.35961005	0.0003403285	0.0071547264
ò	0.00097249774	0.00428577	0.009896031	0.3604411	0.5913917	0.033012982
r	9.348697e-05	0.0020407606	0.0199735	0.2953772	0.4662482	0.21626687
a	0.0038423769	0.021434026	0.034773186	0.2366423	0.5198379	0.18347019
a	0.0001989216	0.00086280424	0.0006196977	0.0069556446	0.9474623	0.04390051
t	0.021796558	0.05066699	0.04230141	0.13575661	0.68445927	0.06501915
s	0.2374705	0.23671642	0.11020873	0.031346925	0.008148446	0.37610897
ù	0.0003146199	0.0004619863	0.0007180047	0.016307048	0.7482316	0.2339667
n	2.919269e-05	6.77154e-05	0.00014370024	0.0021750047	0.14477628	0.8528081
n	0.0010857856	6.652572e-05	0.00038829484	0.0010717254	0.0114773605	0.9859103
i	0.00012674996	0.00022166267	0.00046202083	0.01227895	0.34414652	0.64276415
t	0.0041568745	0.0032162117	0.0016389856	0.014738367	0.62218106	0.35406852
i	0.0015242395	3.89949e-05	0.0002664139	0.00055929093	0.011180674	0.9864304
</S>	0.0006859033	3.1083622e-05	0.0002323056	0.0005788505	0.051135838	0.94733596
