 	il	ladro	è	entrato	da	qui	</S>
o	0.99714077	0.0025907308	0.00024651238	2.1171512e-05	7.914593e-07	1.9009075e-08	4.4703143e-08
l	0.019996975	0.9599672	0.0076113082	0.012422614	1.85399e-06	1.1190527e-07	4.814319e-09
à	1.171116e-05	0.86135596	0.0010440379	0.13036928	0.00014720717	0.0052914866	0.0017801845
d	0.100925006	0.89105433	0.004087794	0.0039298534	2.398831e-06	1.3953925e-07	3.889165e-07
r	0.018864434	0.5560715	0.0015699248	0.42130765	1.1466432e-05	2.3757536e-06	0.0021726121
o	0.5270851	0.35789233	0.11328539	0.0014111744	0.00032184285	1.5933995e-06	2.5213176e-06
i	0.20779909	0.045769483	0.73003757	0.0005882759	0.015801935	3.3078338e-06	2.2310009e-07
m	0.0033896016	0.6037541	0.3073635	0.08480913	0.0006835263	2.2529011e-07	7.4176647e-09
b	3.5471676e-05	0.004975987	0.0018986568	0.9926634	0.00038677096	9.83792e-07	3.8818496e-05
ì	0.0046661603	0.032416504	0.03435381	0.8976766	0.02705692	0.0020374244	0.0017925028
k	0.04155991	0.17982246	0.62125814	0.06695468	0.085616395	0.0013565856	0.0034318229
e	0.00024458225	0.0066097667	0.001005293	0.9908715	0.00063289795	2.9669638e-05	0.0006063181
a	0.008713353	0.001934288	0.07251801	0.0015879141	0.8416753	0.07103235	0.0025388144
p	0.013854408	0.008730611	0.09079574	0.021384485	0.8502866	0.014814545	0.00013355228
ò	8.916433e-06	0.0010555986	0.00019084547	0.9967175	0.0013339028	0.00035475494	0.00033853925
t	0.0029146068	0.014563824	0.04745138	0.40930063	0.46475524	0.04767381	0.013340427
t	0.00023895223	0.0025380626	0.0014073512	0.98914343	0.004570413	0.00039363024	0.0017082081
u	0.00062649883	0.0009371176	0.0038839334	0.012128368	0.08197636	0.34515315	0.5552945
</S>	0.00043492552	4.236062e-05	0.0006802293	4.4195345e-05	0.03185012	0.42360663	0.5433416
