 	lo	sentii	ee	che	arrivava	</S>
t	0.95867276	0.039248884	0.0015142179	0.0005625986	1.4669473e-06	5.4043383e-09
o	0.9745627	0.005008007	0.02036061	6.706374e-05	1.663147e-06	4.7401176e-09
n	0.14705111	0.3081946	0.5411446	0.0036036968	5.944129e-06	4.9239963e-11
ì	0.0013407412	0.006312696	0.9907828	0.0012055639	0.00035746873	7.021922e-07
k	0.0016307135	0.018010342	0.97913194	0.0012264884	4.2036416e-07	2.3644289e-09
u	0.08199695	0.06779959	0.66588265	0.18031116	0.0039768587	3.281572e-05
s	0.59611595	0.34547135	0.056823496	0.0015880513	1.1915275e-06	9.021834e-09
a	0.17404558	0.07792934	0.6444631	0.102999695	0.0005613347	8.1064985e-07
e	0.0026336245	0.013390334	0.8424553	0.13768767	0.003832168	8.6530946e-07
e	0.00012229355	0.0005375439	0.6684941	0.32813364	0.002711268	1.1366284e-06
k	5.5260665e-05	0.00016728784	0.35602206	0.6266156	0.017127236	1.2629241e-05
a	4.115825e-06	2.6762664e-05	0.00018066565	0.0065638986	0.9918543	0.0013702484
è	0.001082929	0.0019351895	0.019429045	0.13092856	0.77691877	0.06970557
s	0.0006156371	0.0026065863	0.07398952	0.5795022	0.3394853	0.003800704
t	0.0006244003	0.00043357658	0.0052346424	0.050073147	0.897006	0.04662826
a	4.6630023e-05	7.21687e-05	0.00035308814	0.0040459447	0.12457853	0.8709036
z	0.0011712014	0.00090742833	0.003225549	0.0040420634	0.24318382	0.7474699
z	0.005624986	0.005260947	0.012239555	0.060432613	0.572292	0.34414992
e	0.00071344705	0.00063742115	0.0013333968	0.015132077	0.2278356	0.7543481
</S>	0.000207077	0.0001752245	0.00044951725	0.0015271471	0.02533306	0.9723079
