 	mio	padre	ha	lavorato	sempre	</S>
o	0.93534863	0.06401641	0.00052468776	3.3697474e-05	7.644503e-05	2.775665e-08
c	0.75711495	0.24263048	2.3963587e-05	0.00021862763	1.1953413e-05	1.2192684e-09
i	0.056176223	0.75192153	0.06360536	0.09249884	0.026580587	0.009217419
ù	0.08114673	0.9144649	0.0017847591	0.0024393206	0.00016432808	9.583526e-09
r	0.008513966	0.92716163	0.00673495	0.05458553	0.0030037186	2.2551563e-07
i	0.07423009	0.67914516	0.103078276	0.12810361	0.014327478	0.0011153828
m	0.030394299	0.51273155	0.32308304	0.1327889	0.0010019002	3.3138573e-07
m	0.0019953186	0.023219313	0.084860094	0.6755176	0.21160607	0.002801565
u	4.8581882e-05	0.0006161086	0.10811516	0.34695598	0.54292923	0.0013348818
è	0.023194714	0.11176675	0.25573522	0.6062568	0.0025872602	0.00045928123
p	0.0067295125	0.028342834	0.10285128	0.8055655	0.056497306	1.3673841e-05
o	0.01032588	0.027462864	0.07849643	0.5004222	0.3725579	0.010734708
l	0.0043469337	0.00883958	0.019983346	0.8894305	0.07090472	0.0064950106
e	0.00058798125	0.002905905	0.007868975	0.47756124	0.4956158	0.015460159
m	0.0033727414	0.005901441	0.010101399	0.45404398	0.45259085	0.073989525
i	3.0240932e-05	0.00019729028	0.008923982	0.21261281	0.77591896	0.0023167885
m	0.009988072	0.012389425	0.013000197	0.23417892	0.3764953	0.35394812
m	0.000103548504	0.00057342876	0.01764297	0.28936106	0.689943	0.002375994
è	8.005555e-06	3.2518463e-05	0.0070098955	0.09260509	0.83016646	0.070178054
n	0.009353059	0.01254048	0.08776037	0.16168876	0.35312536	0.3755319
a	0.005331152	0.0076359436	0.10777591	0.23414706	0.5598077	0.0853022
p	0.006561673	0.006476778	0.003833911	0.04836255	0.707368	0.22739707
à	4.719344e-06	3.6016405e-05	0.00079330837	0.0515788	0.93280756	0.014779562
n	0.00049555086	0.0007428748	0.0012971149	0.014289011	0.92649764	0.056677822
t	0.00050000224	0.00079513487	0.0044271876	0.038535908	0.5045839	0.45115793
a	0.00042823912	0.00040185245	0.0012740056	0.0019316731	0.045109633	0.95085466
</S>	0.0008665767	0.00073919276	0.0002538189	0.002411445	0.06695837	0.9287706
