 	avete	fatto	già	le	verdure	</S>
i	0.9968849	0.0023151324	0.00077424373	4.6086734e-06	2.1112413e-05	1.6442435e-08
k	0.31534785	0.6777474	0.006883823	1.3966346e-06	1.9549358e-05	1.7125753e-08
à	0.0051430687	0.9912849	0.00045383137	0.00046445878	9.044117e-06	0.0026447375
m	0.053017583	0.945736	0.0012291186	5.238965e-06	1.1868131e-05	3.2009623e-07
a	0.9033259	0.047717124	0.014539571	0.00035517282	5.314751e-05	0.03400904
t	0.17990907	0.47922748	0.33983955	0.0009031564	3.481953e-06	0.00011717734
o	0.5455442	0.1132607	0.33313912	0.0036519566	0.00017956927	0.0042244
g	0.0040640077	0.09807102	0.88992375	0.007914715	1.7892158e-05	8.637762e-06
i	0.08787377	0.077391386	0.41000015	0.25705814	0.082050666	0.08562589
à	0.00423988	0.152817	0.7207916	0.115082994	0.0012081219	0.0058603655
t	0.003454254	0.20356512	0.35924023	0.24639075	0.18315758	0.0041921423
a	0.07164929	0.004221341	0.45919514	0.31796986	0.03127163	0.115692735
l	0.00039343434	0.0016069015	0.12442859	0.8339271	0.006905249	0.032738693
à	0.0024498214	0.0030346524	0.027430134	0.18473347	0.74481493	0.037536964
c	0.00020090822	0.0012252297	0.010830081	0.10470581	0.5834952	0.29954284
h	0.0045194295	0.005581261	0.0047480413	0.047836214	0.9240789	0.013236098
a	0.0021992533	0.0008291916	0.003406486	0.19088703	0.785443	0.017235078
n	0.0093223415	0.0036803028	0.020859106	0.4035792	0.4094984	0.15306062
a	0.10941948	0.021278137	0.15114798	0.5217449	0.17879322	0.017616352
</S>	0.16484852	0.057641067	0.1061111	0.03748755	0.0024776256	0.6314341
