 	non	ha	che	li	aspettiamo	</S>
e	0.75360626	0.24178116	0.0036196252	4.2543717e-05	0.00095021486	1.9302097e-07
n	0.90549463	0.027120283	0.056074042	0.010327304	0.0009837907	8.515362e-08
è	0.0061822427	0.39790958	0.4717528	0.04306184	0.07768844	0.0034050473
n	0.08608704	0.5704944	0.33932498	0.0021764473	0.0019073228	9.805929e-06
a	0.05395015	0.5101391	0.3818121	0.004814627	0.049164772	0.000119178505
t	0.12037253	0.15152489	0.6787482	0.042808406	0.006545828	1.2866079e-07
u	0.016251884	0.104548074	0.6296242	0.04427575	0.20523834	6.1759914e-05
s	0.0026829704	0.004275645	0.33659986	0.6389753	0.017436884	2.9431387e-05
m	0.0001585354	0.0013099994	0.016903283	0.03766417	0.9422457	0.0017183584
ì	0.002572443	0.006127799	0.028005509	0.02377708	0.9174097	0.022107486
n	0.00076135737	0.003238487	0.031420697	0.016291957	0.9268406	0.021446895
o	0.010316874	0.027500222	0.04956906	0.019598933	0.8594166	0.03359829
m	0.09673447	0.09239018	0.1122879	0.30090678	0.3937379	0.0039427592
e	0.005200906	0.016778646	0.018125268	0.05324641	0.86521554	0.041433223
</S>	0.0003238524	0.00020484351	0.0007622249	0.020558417	0.79066	0.18749063
