 	dovevo	comprare	il	pane	</S>
ì	0.9305764	0.068579175	0.0006748183	0.00016951426	5.6811597e-08
c	0.9987772	0.0012227644	2.571951e-08	1.5239701e-08	7.670921e-11
h	0.9997738	0.00022601394	2.9459898e-08	9.074356e-08	1.3372039e-07
a	0.3503844	0.64944786	0.0001426021	2.5121582e-05	9.511726e-08
n	0.0018764135	0.9980756	4.7830676e-05	8.550603e-08	1.9214404e-10
a	0.16581075	0.833951	0.00020201842	3.5754023e-05	5.4229844e-07
a	0.008858247	0.9910591	8.050456e-05	2.1199182e-06	3.2959409e-09
f	0.33450055	0.66474944	0.0004883402	0.0002616759	8.187726e-08
o	0.00070597354	0.009517083	0.002582669	0.98283744	0.0043568704
r	0.0072326483	0.9456256	0.044568144	0.0018032568	0.00077030616
à	0.061584093	0.22390649	0.00095578766	0.70965993	0.003893673
s	0.028552664	0.1412406	0.43272805	0.2999876	0.09749108
o	0.005683842	0.012700867	0.004085188	0.95836085	0.019169267
t	0.004952519	0.064327076	0.86506855	0.026061837	0.039590023
o	0.0037873504	0.0016204994	0.0071913344	0.9792422	0.00815864
t	0.0069757984	0.006536247	0.55453163	0.40138462	0.030571656
s	0.0003550979	9.313321e-05	0.0027824948	0.9887995	0.007969876
o	0.00025342137	0.001899142	0.06208135	0.8649185	0.07084765
m	0.0017834281	0.002587722	0.108642936	0.1951476	0.6918384
ì	0.000153262	0.00020505434	0.0016855653	0.9914316	0.0065244897
</S>	7.21246e-05	0.00015343442	0.011681396	0.39607763	0.5920154
