 	non	mi	aspetti	che	non	vengo	</S>
m	0.102062024	0.89730257	0.00019477437	0.00022695983	0.00020736709	6.152339e-06	2.0613464e-09
ì	0.0010626556	0.21882604	0.77162635	0.008211335	0.00020264392	5.327261e-05	1.7665236e-05
m	0.0058925506	0.9504542	0.025439026	0.014511165	0.0036998633	3.1634581e-06	1.6852646e-09
e	0.0068536396	0.6286087	0.3520024	0.011331025	0.0009306244	0.00022431792	4.9293874e-05
m	0.050168034	0.9055886	0.012097936	0.03173012	0.0004079951	7.3062893e-06	5.192569e-08
ì	0.0007643325	0.048736665	0.8567751	0.05480382	0.0035718798	0.03511593	0.00023230001
n	0.013294463	0.36054698	0.497579	0.10716742	0.014913265	0.0064797457	1.9089282e-05
i	0.019835532	0.2058017	0.4993266	0.19807334	0.022000793	0.054611456	0.0003506174
k	0.004907265	0.015992027	0.00392943	0.90330064	0.07126346	0.0006010692	6.0045554e-06
a	0.0047361576	0.028726526	0.26789987	0.1867617	0.033393204	0.47229493	0.006187547
e	0.002821221	0.0075867856	0.018979939	0.7517533	0.19039346	0.026222454	0.0022429533
n	0.0017377391	0.0033235971	0.014171582	0.18904522	0.72044975	0.071137816	0.00013435955
è	0.00030763535	0.0009431226	0.013125617	0.012571125	0.013716132	0.94230235	0.017034015
r	0.00013442831	0.00015834587	0.0029730245	0.01395227	0.42568222	0.53978366	0.017316084
k	0.0017583251	0.001849018	0.0049008983	0.0071781916	0.025276082	0.9156303	0.043407246
o	0.017568408	0.03331299	0.020102868	0.045214497	0.037510525	0.1953558	0.65093493
m	0.07800767	0.1256573	0.008177519	0.13122143	0.17878719	0.065129906	0.41301903
e	0.021688618	0.03146405	0.026499376	0.035661537	0.046002377	0.7177227	0.120961316
</S>	0.005796871	0.0036257908	0.0006996446	0.0105249975	0.08226251	0.3833439	0.51374626
