 	mi	si	gonfiò	il	dito	</S>
m	0.9581753	0.04094262	0.00083829684	4.3047745e-05	8.203784e-07	2.6800407e-08
u	0.39021838	0.3940008	0.18234073	0.028541852	0.00075419364	0.0041440697
p	0.45204553	0.4830104	0.060152374	0.0036986007	0.001092508	7.045159e-07
r	0.011341078	0.10336037	0.84972435	0.0011983422	0.007983739	0.026392149
ì	0.16249043	0.29606962	0.37658128	0.10011593	0.064597696	0.00014507504
s	0.035666063	0.035191987	0.9157244	0.0129365325	0.0004735029	7.4398213e-06
t	0.045514245	0.042195328	0.88706523	0.0028045813	0.007888646	0.014531914
i	0.028274473	0.054432403	0.72728306	0.15622675	0.02907547	0.004707913
t	0.08772491	0.02641143	0.11675128	0.61119854	0.14911754	0.008796266
o	0.0009522583	0.0030995496	0.055685826	0.0094709685	0.92391384	0.0068775928
d	0.00019060604	0.00044878945	0.0058197794	0.04768123	0.94582254	3.7118996e-05
à	0.0001331497	0.0002721964	0.008871257	0.0014906223	0.9852756	0.003957087
t	0.00067713775	0.0011051872	0.018977884	0.06508549	0.88579684	0.0283574
t	0.011859112	0.011927391	0.044955656	0.03896908	0.8700822	0.022206565
i	0.00029995086	0.00035708258	0.0019938129	0.016897896	0.2581175	0.7223338
l	0.005982368	0.0021981827	0.0008992995	0.00897913	0.08701035	0.8949307
o	0.0042251362	0.0051197824	0.02104208	0.013583933	0.9297389	0.026290145
</S>	0.0002764138	0.0002601724	0.00038914368	0.0039504063	0.16501907	0.83010477
