 	non	aveva	dove	a	stare	</S>
e	0.8094946	0.17166092	0.00928352	0.0094576655	0.0001031429	9.300715e-08
n	0.9169641	0.059715126	0.023128334	0.0001920336	2.232879e-07	7.1921754e-08
ì	0.0025085085	0.9841658	0.013224402	3.521649e-05	4.404533e-06	6.175961e-05
c	0.00030569674	0.99963045	6.3724365e-05	1.3614893e-07	2.4902216e-10	9.776647e-09
h	0.0077165817	0.9763046	0.015941253	2.8950637e-05	2.2468997e-08	8.678484e-06
e	0.16745757	0.5585556	0.2156818	0.058052517	0.00024877503	3.6960132e-06
p	0.035008512	0.021552984	0.92829937	0.015134406	4.5704737e-06	7.597022e-08
u	0.02191944	0.041173484	0.34795922	0.58873415	3.9195e-05	0.00017453282
s	0.0098790005	0.01848181	0.34191206	0.44065484	0.18782423	0.0012479898
t	0.015118208	0.005361469	0.14543582	0.78555995	0.00026630098	0.04825825
a	0.00067142455	0.00070840825	0.009526722	0.1884196	0.7720194	0.028654467
t	0.00035021032	0.0004087012	0.002590331	0.0079587335	0.97722197	0.011470117
ì	8.6199754e-05	3.7332593e-05	0.00041922438	0.0011409179	5.1142993e-06	0.99831116
</S>	0.00029286783	0.004690292	0.00049947324	0.0039734496	0.0002668986	0.99027705
