 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.24388334	0.7507011	0.0049579386	0.00042870568	1.3023003e-05	1.5750622e-05	3.5245787e-08	3.84368e-09
v	0.9706031	0.015229082	0.013575253	0.00059103046	1.273868e-07	1.3977867e-06	1.39181555e-08	2.4491292e-10
ò	0.9997049	1.8064125e-05	0.00013886808	5.005467e-05	8.17617e-05	1.8480505e-06	2.80214e-06	1.65505e-06
s	0.8964205	0.068858944	0.023942178	0.010775686	2.3097595e-08	2.7151586e-06	1.3294962e-08	1.7794858e-09
t	0.010510722	0.9346273	0.05470941	8.3363084e-05	3.2237844e-05	6.438419e-06	3.7988553e-08	3.0453526e-05
i	0.0015606605	0.90005916	0.09791743	0.0003204655	0.00013677028	5.438346e-06	3.3710823e-10	1.1618106e-10
z	0.000927496	0.33187664	0.64309436	0.02393162	0.0001599748	9.915935e-06	2.9324532e-08	1.1434207e-09
o	0.06558312	0.14776084	0.68708485	0.09777027	4.7376325e-05	0.0016372853	1.6455934e-06	0.00011458519
ì	0.002151025	0.0734244	0.6171509	0.30664223	0.0005509883	7.8982834e-05	1.4224491e-06	4.1122654e-08
m	0.02701464	0.008371613	0.11087685	0.8473793	4.370762e-05	0.0062786858	3.504284e-05	5.742259e-08
m	0.024514837	0.14709572	0.37641326	0.35797516	0.0015464697	0.09073214	0.000111426445	0.0016109776
u	0.0012363456	0.06901767	0.16995557	0.4446549	0.26211488	0.052362792	0.0002456182	0.00041223745
ì	0.00010963746	0.0033547783	0.03565765	0.86953497	0.0879791	0.0032708966	1.0231998e-05	8.278372e-05
m	0.007409345	0.006665883	0.02492736	0.8222523	0.008288957	0.12961137	0.00084248296	2.2732204e-06
e	0.050814543	0.22762744	0.20458253	0.24176374	0.011745778	0.2614928	0.0010499142	0.0009233224
p	0.0006267512	0.004496443	0.010782705	0.2045021	0.55329096	0.21830782	0.0068135955	0.0011796145
à	0.0024200967	0.004965349	0.010804156	0.04839344	0.0031941575	0.8923793	0.031151565	0.006691906
n	0.0010874916	0.0013623046	0.0034551972	0.10736406	0.08331196	0.7496525	0.051060457	0.0027060579
t	0.004227655	0.009271661	0.011424061	0.02043494	0.020983683	0.86664605	0.051963504	0.0150484
a	0.0023353796	0.005446319	0.007188435	0.035605635	0.18518415	0.568568	0.05270641	0.14296567
p	0.00057329575	0.0018805696	0.0031283714	0.020528443	0.10206333	0.25113025	0.4872531	0.13344276
o	0.0029036244	0.004542152	0.0061825747	0.015341991	0.010612441	0.5321307	0.40594682	0.02233964
l	9.041293e-05	0.000108773165	0.00022787953	0.0030354713	0.01824486	0.18992928	0.6952705	0.093092896
e	0.0013627367	0.0012564684	0.0029615264	0.010971214	0.0012408172	0.42450625	0.5425141	0.015186889
m	0.00017028727	0.00020877426	0.00030882334	0.0016647612	0.0076946	0.03727507	0.65865886	0.2940189
i	0.000111522575	0.00018183464	0.00037437197	0.0013905568	0.0052612005	0.24252103	0.7456446	0.004514815
m	0.00079005875	0.0014249152	0.0015110975	0.0035902273	0.014635254	0.012403667	0.66502565	0.30061913
m	0.00016864626	0.00030713662	0.00061718636	0.0021464129	0.009536851	0.36269012	0.6222116	0.002322051
è	1.4448196e-05	4.219357e-05	6.3059e-05	0.00014232415	0.016920103	0.03758133	0.81176734	0.13346912
n	0.0030322727	0.005803966	0.0044852933	0.0075634266	0.05688652	0.03606156	0.57477874	0.31138813
a	0.0046160985	0.011335838	0.010701093	0.008372288	0.15154944	0.13982123	0.4673662	0.20623778
</S>	0.0023753245	0.004949048	0.004544461	0.0053929696	0.00965542	0.011415615	0.15463854	0.8070287
