 	io	non	ho	niente	da	mangiare	</S>
e	0.26591817	0.7276901	0.005193514	0.0011601166	3.6847163e-05	1.2011776e-06	4.3375532e-08
v	0.96828103	0.030533917	0.0002525918	0.00093110814	1.1954211e-06	1.5040375e-07	3.4808378e-09
ò	0.99980813	0.00013317476	6.86608e-06	2.40393e-05	6.4814712e-06	1.5229084e-05	6.090748e-06
e	0.78755814	0.20963311	0.000661512	0.002146617	4.5022404e-07	1.3561227e-07	1.112509e-08
n	0.9137688	0.08224137	0.002789177	0.0012001159	4.0905059e-07	8.867303e-08	4.224375e-09
è	0.10362974	0.22646084	0.4017959	0.26699197	0.00067404844	6.7466485e-06	0.00044084372
c	0.037377868	0.51464415	0.3755109	0.07239655	6.875306e-05	1.6383798e-06	4.8873535e-08
h	0.040256478	0.17752382	0.40435332	0.3646553	0.0072247013	0.00057339756	0.0054129614
o	0.0036463807	0.11101114	0.7869336	0.06766094	0.028293783	0.002109631	0.00034459852
t	0.0009068112	0.074923426	0.329873	0.38042325	0.212105	0.0012956499	0.00047281466
ì	0.016646195	0.041990463	0.13652977	0.7909075	0.013370712	0.00022570124	0.00032958234
p	0.0009843096	0.0037059349	0.04025433	0.88289475	0.0653669	0.0067054504	8.828222e-05
o	0.025048448	0.06912447	0.19179139	0.54799587	0.119460724	0.04117632	0.0054027997
t	0.00040729725	0.00299512	0.0067053833	0.042467147	0.82994044	0.1052586	0.012226057
i	0.037358075	0.036380038	0.038774636	0.5731736	0.23122145	0.07761863	0.005473604
n	0.00017024118	0.00033241542	0.00029410972	0.0061963415	0.36072695	0.62738174	0.0048982888
a	0.004767542	0.004249235	0.005682305	0.09226194	0.30835822	0.5404044	0.04427638
f	4.057837e-05	5.7726866e-05	3.9395785e-05	0.0011796518	0.13537923	0.83494556	0.028357867
à	0.00048660257	0.00036390495	0.0011065537	0.004884195	0.042844597	0.93177134	0.01854278
o	0.00012650155	0.0001453374	0.0002948655	0.0012186349	0.046325106	0.6370441	0.31484544
</S>	0.0028509407	0.004492197	0.0015794252	0.004130071	0.053599942	0.5928295	0.34051782
