 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.89855194	0.084257446	0.012438058	0.004749837	2.5648746e-06	6.216816e-08	4.617864e-09
c	0.9993831	0.00061687484	2.417341e-08	3.1379948e-08	3.210502e-10	2.34084e-09	1.4606292e-11
h	0.9996747	0.00032290022	9.432959e-08	2.0935559e-07	1.3190613e-07	1.77443e-06	1.7170562e-07
a	0.22864524	0.765179	0.0051786746	0.0009966628	3.4654065e-07	7.486694e-08	5.5171427e-08
n	0.0019338027	0.9974021	0.0006635742	5.8810576e-07	9.320416e-10	4.2424007e-12	6.5019626e-13
a	0.13247776	0.8541579	0.012787497	0.0005756481	6.865242e-07	1.6563231e-07	3.5042564e-07
a	0.01090529	0.98833954	0.0007524984	2.7490523e-06	5.423408e-08	3.930493e-10	1.3777282e-11
g	0.4086431	0.58666694	0.0041367477	0.0005072351	4.5140954e-05	9.0748e-07	5.699348e-10
o	0.0032518147	0.03625626	0.10742083	0.84172493	0.0012163485	0.0025230935	0.0076066684
r	0.0075651812	0.9108588	0.07973318	0.0011856436	0.00056135195	9.01668e-05	5.7694174e-06
à	0.13781387	0.67521787	0.015468611	0.12505151	0.033130378	0.011720637	0.0015971021
s	0.009083045	0.06298093	0.657999	0.24727353	0.022272803	0.00032641334	6.440867e-05
o	0.0059381	0.016660029	0.14073303	0.82313836	0.001306529	0.0012043727	0.011019493
o	0.0017573776	0.03167413	0.85774446	0.087889545	0.02072065	4.018442e-05	0.00017364166
s	0.028867694	0.0036636128	0.115006715	0.49307197	0.35865694	0.00073239347	7.322317e-07
s	0.0005669192	0.000102053724	0.017048817	0.97100663	0.0088418955	0.0010706288	0.0013631205
o	0.00065393804	0.00478208	0.2267158	0.7537179	0.011268535	0.002255859	0.0006058913
m	0.0005190338	0.0008762974	0.020439157	0.059402924	0.9135358	0.0033654824	0.0018613935
ì	0.0013746738	0.0019489622	0.025332296	0.66280675	0.10487946	0.19557866	0.008079225
k	0.00026722118	0.0007715242	0.03517621	0.38343897	0.45790905	0.08606512	0.03637189
a	0.0046323547	0.006419977	0.050004557	0.36630487	0.09935626	0.45908824	0.0141938655
m	0.000658222	0.0015036629	0.008727754	0.0105870785	0.6121718	0.2505811	0.115770295
è	2.6592956e-05	2.0547777e-05	0.00043006905	0.016536307	0.049514458	0.9238485	0.009623468
r	0.0005890297	0.000703602	0.0040443903	0.012594682	0.20356248	0.681437	0.09706884
i	0.0037844712	0.0045115557	0.03318252	0.057253312	0.013559299	0.7715128	0.116196044
</S>	0.0035412346	0.005416523	0.004270524	0.0005721278	0.024545938	0.03312647	0.9285272
