 	devo	pulire	l	albero	</S>
è	0.87730664	0.12178326	0.00038837426	0.00052031165	1.3960148e-06
n	0.031847194	0.96119946	0.0062074973	0.00074128545	4.5292154e-06
a	0.024996506	0.9737647	0.0008258135	0.0004065058	6.500105e-06
k	0.02291829	0.97611964	0.00037445687	0.0005876635	1.9044137e-08
a	0.05101489	0.7911859	0.030283248	0.10081145	0.026704509
t	0.040037073	0.8718313	0.008694897	0.079135165	0.0003015482
à	0.0064340555	0.16339612	0.0068365224	0.81046164	0.01287167
r	0.01394214	0.2026169	0.029996691	0.74805945	0.0053847567
o	0.055228133	0.13931821	0.038737454	0.6840065	0.0827097
t	0.21229804	0.082180515	0.51050484	0.12671524	0.06830133
o	0.18502744	0.24132663	0.33287743	0.20040752	0.040360957
n	0.004238358	0.0081077255	0.25072512	0.7263638	0.010565013
à	0.0051747616	0.0072801644	0.09515582	0.73958266	0.1528066
r	2.461731e-05	0.00012635106	0.014782041	0.9641699	0.020897115
b	0.0064764046	0.008338111	0.034654267	0.85401523	0.096516006
u	0.00921655	0.0039674207	0.024005085	0.15146479	0.8113462
r	0.007404079	0.003088081	0.0067085703	0.045913406	0.93688583
o	0.018953832	0.017765105	0.060904212	0.6981975	0.20417936
</S>	0.00049906597	0.00050280656	0.002699683	0.19100304	0.80529547
