 	Valeria	legge	il	giornale	</S>
e	0.96583587	0.033382215	0.00024395676	0.00053774106	2.0650575e-07
V	0.09260708	0.90739137	3.5905405e-08	1.461675e-06	6.075525e-10
a	0.44754845	0.55245113	1.2605579e-09	3.7531913e-07	5.5540084e-09
l	0.48683906	0.51316005	1.0532646e-09	8.994281e-07	9.044258e-10
è	0.98542714	0.008548134	0.00022450073	0.0029495098	0.002850839
r	0.9241683	0.0733368	6.271782e-06	0.0024879808	6.8857184e-07
i	0.7968359	0.17517696	0.000558055	0.022543881	0.004885158
a	0.04310705	0.83943564	0.117027625	0.00029374074	0.00013595958
m	0.090749465	0.88015616	0.005692182	0.023402061	1.3786008e-07
e	0.11361197	0.011593311	0.022126447	0.8119311	0.04073711
l	0.01674223	0.727795	0.22113055	0.02734602	0.006986185
e	0.09085097	0.027902056	0.00012736398	0.847123	0.033996623
t	0.011163618	0.10405007	0.7593393	0.109735765	0.015711255
à	0.10212977	0.030919643	0.0014301308	0.8311787	0.034341656
o	0.00045672295	0.0012371351	0.015389738	0.96925384	0.013662479
g	0.002413	0.0013409795	0.013961785	0.97695154	0.0053326897
i	0.001375151	0.0001340045	0.0007399645	0.9625427	0.035208214
o	0.008746229	0.011041268	0.32720584	0.33431354	0.31869313
r	0.018959701	0.0065508713	0.01705264	0.9389787	0.018458141
n	0.0061853593	0.0002595921	0.0014117379	0.9448761	0.047267202
à	0.0053301663	0.005228351	0.030170815	0.829581	0.12968968
l	0.0029476017	0.0010279368	0.0028255503	0.37800288	0.615196
e	0.060092747	0.0065731634	0.013684952	0.9040005	0.015648594
</S>	0.010525086	0.010060253	0.051865105	0.019671239	0.90787834
