 	non	sapeva	dove	a	stare	</S>
e	0.70027155	0.28946015	0.005020052	0.0051766625	7.1478076e-05	5.062122e-08
n	0.5211126	0.46321535	0.015325263	0.0003464439	2.5731285e-07	5.4577367e-08
ì	0.013875807	0.87277	0.11225564	0.0005080736	2.692992e-05	0.0005635615
s	0.005909351	0.9918927	0.0021899536	7.774633e-06	5.406585e-09	1.9487129e-07
s	0.08483015	0.8377082	0.076252066	0.0011957941	3.938593e-07	1.337011e-05
e	0.14734468	0.29325292	0.49541005	0.059788637	0.004200865	2.8114678e-06
r	0.27099082	0.16908957	0.5503491	0.008279363	0.0012401048	5.107353e-05
e	0.025628814	0.45865282	0.44024476	0.07543108	2.1772908e-05	2.082509e-05
p	0.006839412	0.03197072	0.7431181	0.19866087	0.019280154	0.00013064212
u	0.005123995	0.038382474	0.28510427	0.4334367	0.00027147387	0.23768108
n	0.0017665288	0.0041093947	0.060348514	0.09145964	0.83786416	0.004451788
a	0.02127592	0.13592204	0.22165368	0.4959801	0.0063961623	0.11877201
s	0.0024382721	0.0055291457	0.025316436	0.058628242	0.8945654	0.013522575
t	0.012835788	0.029261952	0.17278203	0.38509148	0.00068062276	0.39934823
a	0.0003931898	0.0008439587	0.003620808	0.041990794	0.76631683	0.18683451
s	0.0007022838	0.00087686913	0.0025671772	0.0044909767	0.9158762	0.075486556
ì	1.0798256e-05	1.1419151e-05	7.273446e-05	0.00011868519	4.032717e-06	0.9997824
</S>	1.7835904e-05	2.8230232e-05	4.490429e-05	0.00028724785	0.0006525575	0.9989692
