 	si	è	rotta	la	coppa	</S>
a31	0.0930563535	0.0779650155	0.130393295	0.117517625	0.306989725	0.274078015
a20	0.109590367833	0.0978329498333	0.156879945	0.137486555	0.240210605	0.257999601667
a19	0.149378829278	0.124464463278	0.169712015	0.147770401667	0.194064548333	0.214609747222
a18	0.160176883093	0.127357047759	0.164027495	0.139066370556	0.188308429444	0.221063759074
a27	0.106542874364	0.0902842675863	0.149380675	0.147517530185	0.225220309815	0.281054326358
a31	0.0873649564547	0.0748183708621	0.150719541667	0.146546720062	0.237972163272	0.302578232119
a39	0.0763688458182	0.0662867716207	0.142853299222	0.137631193354	0.265176831091	0.31168305404
a31	0.0732308822727	0.0588315375402	0.104710765074	0.118512097785	0.293073753697	0.351640978013
a46	0.0843761290909	0.0654238381801	0.107279871691	0.122541715928	0.293903011232	0.326475466004
a31	0.0907961763636	0.07047615606	0.10300530223	0.114990981976	0.318148950411	0.302582462001
a20	0.106524545455	0.0814049853533	0.108144969077	0.115621900659	0.30128234347	0.287021280667
</S>	0.118032092728	0.0920818126766	0.133551964538	0.13730987533	0.269900641735	0.249123640333
