 	era	molto	stanco	</S>
a46	0.19583245	0.19491502	0.35127997	0.2579726
a8	0.121480581333	0.173181566667	0.43637522	0.26896264
a37	0.111599945111	0.214811852222	0.409896123333	0.26369208
a31	0.16761581837	0.255336937407	0.343520687778	0.233526583333
a0	0.170041811123	0.244245459136	0.338072255926	0.247640514444
a20	0.127619648708	0.259149479712	0.340465015309	0.272765904815
a31	0.141570422903	0.275606813237	0.324597898436	0.258224881605
a39	0.142384130968	0.246824804412	0.339517496145	0.271273550535
a41	0.115784380323	0.229690704804	0.347973275382	0.306551603512
a31	0.120572776774	0.233058751601	0.364813435127	0.281555004504
a28	0.124559197591	0.202404100534	0.392849198376	0.280187504835
a11	0.112474021197	0.160740710178	0.402837406125	0.323947868278
a20	0.108421753732	0.143272263393	0.407979142042	0.340326842759
a31	0.126777914577	0.146560344464	0.405432137347	0.321229617586
a11	0.155296458192	0.149849664821	0.384437622449	0.310416275862
</S>	0.165235264096	0.140157102411	0.370954441224	0.323653217931
