 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.074327188	0.092861315	0.115470685	0.16611209	0.1424788675	0.14430779	0.096176775	0.077800395	0.090464912
a31	0.0808478313333	0.101746625	0.123456725	0.181581173333	0.1665000825	0.16608984	0.0800685096667	0.0529941056667	0.0467151226667
a46	0.0822189814444	0.101680488333	0.121889298333	0.170754827778	0.187009724167	0.186010406667	0.0821545145556	0.0389768182222	0.0293049435556
a8	0.0624882564815	0.0860592607777	0.114896504111	0.162777379259	0.199194114722	0.207746748889	0.100752401519	0.0400247817407	0.0260605445185
a20	0.0727737058272	0.0955004332592	0.115853896037	0.16711847642	0.198453854907	0.200855822963	0.0930815938397	0.0362019709136	0.0201602108395
a31	0.0917993506091	0.10421231442	0.111822405346	0.16072489214	0.216643244969	0.190976714321	0.0797516992799	0.0276133806379	0.0164559476132
a20	0.084068075203	0.10086336514	0.110809911782	0.173674184047	0.228489591656	0.18843099144	0.07266266776	0.0260420318793	0.0149591625377
a13	0.064969283401	0.09650694538	0.116899670594	0.203841334682	0.220028993885	0.190360137147	0.0659245572533	0.0272442266264	0.0142248608459
a14	0.0681438311337	0.0895773067933	0.107270103531	0.208370638227	0.225400794628	0.195443385716	0.0643915704178	0.0276636455421	0.013738738282
a0	0.0693128990446	0.0849847189311	0.102941051177	0.209023039409	0.228163124876	0.198727671905	0.0655906168059	0.026930774514	0.0143260774273
a31	0.0674612983482	0.084965807977	0.102076970392	0.19037985647	0.237378654959	0.203439733968	0.0699298442686	0.0287820201713	0.0155857514758
a37	0.0709436427827	0.0836654009923	0.0952784201307	0.180347218823	0.242696091653	0.201486354656	0.0761209450895	0.0341046583904	0.0153572604919
a35	0.0654273935942	0.0762234603308	0.0964151733769	0.214855116274	0.222841863884	0.190724198219	0.0794849950298	0.0348138617968	0.019213959164
a17	0.0628163458647	0.0687415367769	0.0950165511256	0.241564805425	0.209576171295	0.183456729406	0.0823816066766	0.0332618095989	0.023184458388
a31	0.0653960106216	0.0699796339256	0.0917097503752	0.234576845142	0.210146280432	0.187120576469	0.0815512335589	0.0382332331996	0.0212864481293
a15	0.0734525802072	0.0693014686419	0.0930107634584	0.224294261714	0.201015776811	0.18529772549	0.087922815853	0.0402615087332	0.0254430713764
a31	0.0830746034024	0.067898470214	0.0963734244861	0.231819907238	0.184622515604	0.174044008497	0.092196031951	0.0411581725777	0.0288128417921
