 	avete	cucinato	le	verdure	</S>
a31	0.25084244	0.175621205	0.23246722	0.173803795	0.16726535
a46	0.251893363333	0.149909285	0.22327899	0.187652241667	0.18726614
a20	0.223542931111	0.144693705	0.217476613333	0.207712963889	0.206573813333
a31	0.23954884037	0.164209145	0.229776707778	0.20377057463	0.162694731111
a17	0.248747900123	0.178326671667	0.231195569259	0.194922704877	0.146807117037
a31	0.254051096708	0.175004433889	0.222396463086	0.196372891626	0.152175069012
a35	0.275526652236	0.18086089463	0.211817404362	0.186125640542	0.145669403004
a31	0.300725640745	0.175080071543	0.191508748121	0.173749603514	0.158935964335
a46	0.324764403582	0.174791080514	0.191606082707	0.154934407838	0.153904068112
a38	0.331300534527	0.185820936838	0.214662737569	0.133952632613	0.134263199371
a17	0.340040701509	0.187205632279	0.222236585856	0.128441017538	0.12207608479
</S>	0.341888585754	0.18964161114	0.225208557928	0.125989668769	0.117271589895
