 	avete	cucinato	le	verdure	</S>
a39	0.22990406	0.176877545	0.21559617	0.180298055	0.197324145
a31	0.266690603333	0.164516648333	0.213685766667	0.184573441667	0.170533495
a35	0.242474881111	0.152401716111	0.198165655556	0.216853503889	0.190104208333
a31	0.217189263704	0.151503922037	0.203529515185	0.22838029463	0.199396996111
a20	0.237787271235	0.164131387346	0.218221035062	0.20737148821	0.172488842037
a31	0.238065507078	0.164566732449	0.209219338354	0.214226949403	0.173921460679
a20	0.250269955693	0.169974157483	0.197562316118	0.208829606468	0.173363926893
a39	0.278133905231	0.172082829161	0.189912812039	0.172414625489	0.187455812298
a28	0.321154581744	0.17054482972	0.19612008068	0.135783475163	0.176397004099
a31	0.346540347248	0.164056369907	0.18519154356	0.129432495054	0.174779201366
</S>	0.349591083624	0.159530924954	0.16845501178	0.137925987527	0.184496950683
