 	ho	rotto	una	bottiglia	</S>
a31	0.149287975	0.27815365	0.199109495	0.149358512	0.224090405
a21	0.142185868333	0.300410196667	0.223957708333	0.149484578667	0.183961661667
a31	0.145743562778	0.283366485556	0.231928609444	0.157116006222	0.181845313889
a35	0.150479424259	0.287754818519	0.220314363148	0.154028855407	0.187422517963
a31	0.156102598086	0.272012626173	0.218502614383	0.161353811802	0.192028335988
a24	0.182535672695	0.250370212058	0.208442251461	0.164467980601	0.194183881996
a37	0.171532774232	0.206735107353	0.19635070382	0.177261086867	0.248120333999
a31	0.191998238077	0.192863712451	0.197042811273	0.173117145622	0.244978098
a33	0.197642769359	0.18131414415	0.237868973758	0.182913205207	0.200260912667
a31	0.172918689786	0.159092561383	0.290889057919	0.216854595069	0.160245094222
</S>	0.178369194893	0.155696040692	0.29045924896	0.227574037535	0.147901472111
