 	avete	cucinato	le	verdure	</S>
a29	0.22445759	0.17478724	0.22419357	0.180522215	0.19603938
a38	0.208274583333	0.143752273333	0.214807476667	0.211920661667	0.221244986667
a31	0.214158244444	0.149485554444	0.211446978889	0.224532797222	0.200376428889
a11	0.234878011481	0.150947886481	0.210116382963	0.223578859074	0.180478876296
a37	0.208345740494	0.126677153827	0.217293257654	0.245272846358	0.202411012099
a11	0.187395033498	0.114282346609	0.233691562551	0.254591088786	0.210039977366
a31	0.175235237833	0.117357134203	0.222506747517	0.270907592929	0.213993292455
a20	0.173839549278	0.124887164734	0.190244262506	0.273022027643	0.238007004152
a31	0.185281706426	0.135430824911	0.165633780835	0.266967435881	0.246686254717
a39	0.227983092142	0.152618471637	0.167570843612	0.22618732196	0.225640238239
a13	0.293818647381	0.165267840546	0.186750664537	0.15891812232	0.195244699413
a18	0.336229299127	0.175055103515	0.210045194846	0.126463915773	0.152206473138
a39	0.359750166376	0.177077661172	0.220624924949	0.112105595258	0.130441631046
a31	0.375639562125	0.164491723724	0.199997758316	0.115095405086	0.144775533682
a46	0.358213687375	0.163236357908	0.189219116105	0.128862051695	0.160468764561
</S>	0.333233683687	0.173677553954	0.201384843052	0.136204040847	0.155499857281
