 	non	aveva	dove	a	stare	</S>
a31	0.19358498	0.171541445	0.17956245	0.18500208	0.133064402	0.13724469
a8	0.216380796667	0.181707275	0.17607326	0.180562916667	0.118953364	0.126322466667
a31	0.262824905556	0.204341401667	0.18166902	0.149927575556	0.0934785673333	0.107758603556
a28	0.290517541852	0.228500820556	0.199563823333	0.135883538519	0.0795826747778	0.065951635852
a37	0.275270860617	0.215301153519	0.192464914444	0.150292609506	0.0980271099259	0.0686433386173
a31	0.281386520206	0.213247571173	0.187761594815	0.144461459835	0.100353686642	0.0727891695391
a18	0.273447856735	0.205188350391	0.179518181605	0.143683303278	0.108089538881	0.0900727998464
a0	0.258083255578	0.196530456797	0.172468437202	0.150745067759	0.114537706294	0.107635106615
a23	0.261985045193	0.213490125599	0.184522392401	0.138415822586	0.0967001354313	0.104886485538
a8	0.258312181731	0.218749641866	0.193797167467	0.129356165529	0.0867763818104	0.113008478513
a31	0.250694327244	0.216469670622	0.199518752489	0.14088900651	0.0879761972701	0.104452080838
a20	0.253523492415	0.219132606874	0.205926817496	0.14010928017	0.0800395514234	0.101268244946
a31	0.274827480805	0.218667062291	0.200478895832	0.12053638139	0.0760685148078	0.109421633315
a20	0.280949186935	0.22015869743	0.203966821944	0.116900582463	0.0759905236026	0.102034162772
a24	0.266042022312	0.226716549143	0.219190780648	0.123080139488	0.0684727612009	0.0964977195907
a8	0.256148947437	0.225649996381	0.220301526883	0.127696329829	0.0729014537336	0.0973017318636
a31	0.259225879146	0.224837628794	0.213272652294	0.12892181661	0.0743032312445	0.0994387839545
</S>	0.265128124573	0.226083879397	0.209309461147	0.130762023305	0.0722414956222	0.0964749969772
