 	non	mi	aspetti	che	non	vengo	</S>
a8	0.11022514	0.0955166	0.1201383425	0.17149327	0.209594855	0.17445056	0.118581225
a31	0.176105843333	0.11814123	0.149598355833	0.16558915	0.176720476667	0.137522566667	0.076322361
a24	0.205766881111	0.12133433	0.162986325278	0.168565043333	0.167278577222	0.112966925556	0.0611018646667
a31	0.208261317037	0.116843486667	0.171464285093	0.166177957778	0.167760642407	0.108607698519	0.0608845822222
a36	0.216625385679	0.121608994222	0.182492365031	0.158262789259	0.157570687469	0.097609546173	0.0658302397407
a31	0.202666031893	0.125435236741	0.183174638344	0.162068333086	0.16272554249	0.095838575391	0.0680916672469
a39	0.198789080631	0.141375262247	0.204109759448	0.154348001029	0.146310657497	0.0890497771303	0.0660174944156
a8	0.159039096877	0.130796986082	0.187242573149	0.167876620343	0.174443442499	0.107896271043	0.0727050161385
a31	0.149142658959	0.128772254027	0.172915354383	0.178245670114	0.193869994166	0.113669937014	0.0633841153795
a29	0.14757400132	0.130960978009	0.166141314794	0.189600836705	0.195314628055	0.111558155671	0.0588500997932
a31	0.145119888773	0.131725536003	0.160229244931	0.193369585568	0.198641479352	0.115278955224	0.0556353379311
a17	0.138655336258	0.126807995334	0.155699441644	0.196231958523	0.206829826451	0.125536858408	0.0502385826437
</S>	0.117313098129	0.111727222667	0.143869220822	0.216034664261	0.224009758226	0.138273729204	0.0487722913219
