 	credo	che	stanno	ancora	svegli	</S>
a31	0.176365785	0.182935655	0.16467139	0.15774604	0.160403495	0.157877632
a20	0.220039771667	0.236066748333	0.20032972	0.1349229	0.107719207	0.100921651
a21	0.257276043889	0.251094989444	0.204329163333	0.136752033333	0.080471556	0.070076208
a31	0.295695551296	0.250168933148	0.190095117778	0.139601781111	0.0688751536667	0.055563487
a37	0.305785173765	0.236841261049	0.189289242593	0.136703967037	0.0765868625556	0.054793548
a31	0.289468407922	0.210437883683	0.197544310864	0.146164932346	0.0929541988519	0.0634302793333
a13	0.274986585974	0.186538261228	0.197048060288	0.155444920782	0.106982922951	0.0789992264444
a31	0.267941251991	0.180901923743	0.199948903429	0.153004490261	0.112698595984	0.0855048021481
a20	0.249154833997	0.182741991248	0.20474236781	0.154978176754	0.119425513661	0.0889570640494
a31	0.242736987999	0.179540193749	0.201910612603	0.158887008918	0.12388756122	0.0930376100165
a39	0.246446039333	0.173832854583	0.195730727534	0.160782646306	0.125267700407	0.0979400353388
a18	0.238926613111	0.159444638194	0.182255392511	0.163197102102	0.133851173469	0.122325045113
a33	0.266961251037	0.165879766065	0.16096157417	0.154499350701	0.119115606156	0.132582408371
a39	0.309787757012	0.202522475355	0.143377718057	0.132155110234	0.096164187052	0.11599275279
a31	0.316782352337	0.217851731785	0.147362789352	0.121194596745	0.095272165684	0.10153639093
a39	0.325866837446	0.217645643928	0.142685383117	0.118164577248	0.0951196868947	0.100517916977
a33	0.329273279149	0.238557254643	0.139429177706	0.110194112083	0.0885926939649	0.093953535659
a8	0.27193345305	0.224258698214	0.157940525902	0.126046685361	0.118317334655	0.101503341886
a31	0.232432717683	0.198866182738	0.165056708634	0.149585658454	0.132636871552	0.121421883962
a7	0.215720125894	0.192002664246	0.162556386211	0.162726642818	0.137081130517	0.129913061321
a31	0.219201418631	0.184561038082	0.15900519207	0.165738190939	0.139641500172	0.131852667107
a3	0.218985882877	0.181254949361	0.155923077357	0.165488390313	0.144534793391	0.133812889036
a31	0.220307487626	0.181218849787	0.151423899119	0.165249523438	0.144392657797	0.137407553012
a13	0.218971305875	0.179883856596	0.14913809304	0.166239487813	0.145508962599	0.140258264337
a20	0.179504841958	0.168341542199	0.153006804347	0.178187902604	0.170126727533	0.150832158112
a7	0.157256160653	0.1558514474	0.156363448116	0.192341694201	0.179349262511	0.158837996037
a35	0.144521990218	0.1468082358	0.157506959372	0.203558054734	0.187594717504	0.160010045346
a31	0.176166343406	0.154555305267	0.156727999791	0.192611404911	0.164868399168	0.155070561782
a20	0.190581244469	0.162124428422	0.155358483264	0.186108211637	0.154101509723	0.151726163927
a31	0.210496718156	0.169101342807	0.149057644421	0.172222340546	0.148199398241	0.150922601309
</S>	0.251449269078	0.179605126404	0.144208597211	0.150547590273	0.12820921662	0.145980250654
