 	mi	sono	vestito	</S>
a39	0.36573033	0.28399218	0.188765965	0.161511495
a11	0.364587203333	0.258143173333	0.182058801667	0.195210815
a13	0.320613737778	0.220245751111	0.205845067222	0.253295441667
a18	0.273979842593	0.202880223704	0.231716635741	0.291423287222
a31	0.260527780864	0.207608134568	0.24296378858	0.288900285741
a37	0.258377140288	0.199030468189	0.23577941286	0.30681296858
a15	0.259893980096	0.18569266273	0.205903020953	0.348510329527
a31	0.263852700032	0.18006067091	0.207542393651	0.348544233176
a46	0.308239920011	0.19378785697	0.199959501217	0.298012737725
a31	0.361782903337	0.211510435657	0.163548900406	0.263157772575
a20	0.430215251112	0.214078918552	0.146306350135	0.209399450858
a31	0.470111457037	0.221722256184	0.138719106712	0.169447136953
</S>	0.453213438519	0.226152068092	0.142145623356	0.178488833477
