 	mia	figlia	vuole	andare	</S>
a46	0.177007125	0.202819925	0.17366015	0.190069605	0.25644317
a31	0.233974121667	0.218539731667	0.16133866	0.172131098333	0.21401636
a7	0.243628143889	0.200046597222	0.163302323333	0.194204059444	0.19881888
a20	0.19618474463	0.189731525741	0.194969721111	0.219471259815	0.199642766667
a31	0.206090371543	0.20341935858	0.222879737037	0.201380216605	0.166230335556
a46	0.183719827181	0.170673176193	0.204574635679	0.232553552202	0.208478831852
a31	0.18169515906	0.154506472064	0.189327075226	0.251803684067	0.222667630617
a46	0.20100446302	0.159529430688	0.171759831742	0.248224678022	0.219481596872
a31	0.239131567673	0.180185283563	0.152208817247	0.228759259341	0.199715048957
a11	0.281839735891	0.203053511188	0.145877295749	0.201114143114	0.168115302986
a3	0.26698444863	0.192185653729	0.124104791916	0.208030621038	0.208694497662
a31	0.28352372621	0.192254264576	0.122635843972	0.199478613679	0.202107542554
a27	0.310749248737	0.212937224859	0.128450021324	0.175103381226	0.172760127518
a0	0.299619936246	0.239937794953	0.129299687108	0.151058830409	0.180083792506
</S>	0.289776168123	0.254737517476	0.134677658554	0.139580465205	0.181228226253
