 	Marika	tu	hai	mangiato	</S>
a8	0.16887261	0.13817141	0.20418448	0.246245955	0.242525555
a31	0.307753656667	0.165792046667	0.163899436667	0.187563033333	0.17499182
a24	0.353953708889	0.178191942222	0.151885232222	0.164130406111	0.151838691667
a31	0.329088826296	0.180642127407	0.162373807407	0.170875202037	0.157020050556
a28	0.317334572099	0.185028712469	0.177912205802	0.171488360679	0.148236200185
a31	0.304666954033	0.172616230823	0.184027398601	0.183270840226	0.155418616728
a3	0.311862518011	0.160995720274	0.168930829534	0.190417126742	0.167793795576
a18	0.24453065267	0.141904753425	0.181195393178	0.224965432247	0.207403745192
a31	0.276282757557	0.161021981142	0.175249394393	0.203606194082	0.183839690397
a23	0.290057649186	0.168727847047	0.176293558131	0.186269304694	0.178651675466
a31	0.245125083062	0.180124389016	0.168759196044	0.196253758231	0.209737601822
a20	0.247116974354	0.223883639672	0.157587812015	0.180188186077	0.191223423941
</S>	0.250618962177	0.242358629836	0.164811821007	0.168935078038	0.17327555197
