 	non	ha	da	mangiare	</S>
a31	0.161225705	0.154256205	0.18099032	0.25393616	0.249591635
a20	0.146070558333	0.144480688333	0.170413553333	0.27808588	0.260949321667
a31	0.136656199444	0.150944306111	0.179018007778	0.287761496667	0.245619983889
a41	0.134524033148	0.145292678704	0.176692849259	0.294324365556	0.249166071296
a10	0.118629437716	0.122938277901	0.149114003086	0.319157738519	0.290160540432
a31	0.116450569239	0.1167538143	0.143284694362	0.326278296173	0.297232620144
a15	0.127844196413	0.1205703581	0.144294411454	0.302253902058	0.305037130048
a31	0.143565315471	0.1294900227	0.145477027151	0.269752884019	0.311714756683
a39	0.169835661824	0.143286067567	0.15602626905	0.247703778006	0.283148198894
a37	0.208713837275	0.154507315856	0.165425743017	0.226032282669	0.245320792965
</S>	0.229734948637	0.158352332928	0.168364771508	0.214589556334	0.228958386482
