 	ancora	non	mi	sono	vestito	</S>
a8	0.174680275	0.161106295	0.16934444	0.162380755	0.149971915	0.1825163
a31	0.288330638333	0.190308825	0.153289826667	0.126878545	0.110720783333	0.13047135
a10	0.361959679444	0.217442885	0.138415785556	0.104726131667	0.0859409207777	0.09151459
a31	0.367171019815	0.230025345	0.132771895185	0.102047430556	0.0811502015926	0.0868341333333
a18	0.335988649938	0.218249315	0.137908548395	0.112636380185	0.0912520205309	0.103965124444
a31	0.315587483313	0.210028291667	0.139325909465	0.122657926728	0.100552315177	0.111848091481
a20	0.322240844438	0.194756597222	0.140983433155	0.133393178909	0.105381226726	0.103244720494
a31	0.301418348146	0.176493885741	0.139084124385	0.148766709636	0.123816455575	0.110420513498
a13	0.283670322715	0.173366571914	0.142208911462	0.145367906545	0.136225135192	0.119161167833
a35	0.265642514238	0.184124393971	0.148727340487	0.125896023515	0.137034655064	0.138575049278
a39	0.272808791413	0.208091691324	0.162525563496	0.106304232505	0.116592541688	0.133677149759
a46	0.275091090471	0.217416833775	0.176889337832	0.095414110835	0.097983053896	0.137205533253
a31	0.28551489349	0.210476837925	0.166911299277	0.095472498945	0.102539997965	0.139084454418
a20	0.274556981163	0.205963452642	0.187909023092	0.103585788315	0.100211552655	0.127773211473
a31	0.277125820388	0.208236620881	0.198114747697	0.103693524438	0.0877202642183	0.125109013824
a39	0.265942290129	0.212817113627	0.213452319232	0.112949043146	0.0858254664061	0.109013737941
a31	0.263421113376	0.214741871209	0.219549953077	0.118479429382	0.0820970304687	0.101710579314
</S>	0.305618856688	0.213934945604	0.184600971539	0.109572242191	0.0794949552343	0.106778014657
