 	venne	scritto	</S>
a31	0.4344022	0.33061542	0.234982395
a28	0.458265433333	0.319102633333	0.222631935
a8	0.464837687778	0.298469177778	0.236693115
a31	0.494675989259	0.279073359259	0.226250631667
a20	0.517749129753	0.278082579753	0.204168267222
a31	0.512869973251	0.267607476584	0.219522542407
a13	0.548856571084	0.236496205528	0.214647250802
a29	0.609424803695	0.203940618509	0.186634600267
a39	0.644639081232	0.186908949503	0.168451973422
a31	0.638686477077	0.185850019834	0.175463504474
a35	0.613034129026	0.204280579945	0.182685278158
a31	0.620021396342	0.211626746648	0.168351856053
</S>	0.636087198171	0.201498273324	0.162414548026
