 	sicuramente	stanno	ancora	svegli	</S>
a17	0.19398409	0.205619875	0.18995466	0.19670672	0.21373461
a24	0.190031806667	0.230252845	0.19674945	0.17536147	0.207604403333
a28	0.205067075556	0.256597068333	0.219264796667	0.141288013333	0.177783034444
a37	0.222244098519	0.274557306111	0.227613418889	0.131625251111	0.143959914815
a18	0.219073859506	0.286866262037	0.22739782963	0.13613608037	0.130525968272
a39	0.214188186502	0.291500910679	0.226985106543	0.14251950679	0.124806266091
a31	0.228266178834	0.29544338356	0.230810962181	0.123095593597	0.122383848697
a39	0.215837002945	0.30202747452	0.235533010727	0.112857925866	0.133744592899
a31	0.209447580982	0.301362548173	0.241674746909	0.111179971955	0.136335190966
a46	0.191565553661	0.299316876058	0.245322722303	0.111018140652	0.152776733655
a31	0.19332099122	0.295832055353	0.243307137434	0.113932331884	0.153607511218
a18	0.20481261374	0.294255778451	0.246194812478	0.111544418961	0.143192413739
a31	0.205744921247	0.293785672817	0.247337844159	0.113527829654	0.13960376458
a39	0.221480143749	0.286653407606	0.243847248053	0.116474073218	0.13154514486
a31	0.229530964583	0.282018305869	0.238209979351	0.122731401073	0.127509364953
a41	0.237326051528	0.276526741956	0.22840082645	0.131532033691	0.126214368318
a39	0.214200677176	0.277152557319	0.22913856215	0.137020914564	0.142487292773
a28	0.190607275725	0.282776789106	0.242524000717	0.129951194855	0.154140740924
a20	0.173033081908	0.285836016369	0.252199193572	0.127027041618	0.161904673641
a31	0.188859790636	0.282622935456	0.247807677857	0.133502880539	0.147206721214
a39	0.210808326879	0.269652575152	0.233306759286	0.138099323513	0.148133017071
a35	0.224555292293	0.255188555051	0.218387399762	0.128547684504	0.17332106569
a31	0.244387997431	0.230751221684	0.201330899921	0.152763821501	0.170766058563
a11	0.25988157581	0.199180667228	0.18672419664	0.170496637167	0.183716902854
a18	0.28040762527	0.188071252409	0.183561085547	0.142621122389	0.205338867618
a24	0.30577187509	0.18763089747	0.181262638516	0.12696635413	0.198368222539
a31	0.295673918363	0.187858629157	0.180323476172	0.151854281377	0.18428972418
a18	0.302337156121	0.174606539719	0.167538058724	0.163925610459	0.191592644727
a31	0.31051147204	0.165177616573	0.163638252908	0.160402700153	0.200269928242
a18	0.32031995068	0.158780875524	0.154788250969	0.172023013384	0.194087906081
a15	0.366138836893	0.153860128508	0.13048366899	0.163100127795	0.186417262027
a8	0.379939205631	0.168253449503	0.12968810833	0.147734935932	0.174384314009
a39	0.37174475521	0.166676836501	0.12824287611	0.151660051977	0.181675468003
a31	0.338078058403	0.157256098834	0.14327248537	0.162817947326	0.198575372668
</S>	0.312720979201	0.156006799417	0.162140657685	0.164632873663	0.204498661334
