 	essendosi	vestito	</S>
a46	0.361628515	0.27097456	0.36739689
a31	0.320347861667	0.302403256667	0.377248903333
a18	0.290230673889	0.319749902222	0.390019444444
a31	0.28272116463	0.314992177407	0.402286638148
a20	0.288540614877	0.312975582469	0.398483786049
a46	0.257927534959	0.306926174156	0.435146268683
a20	0.244299771653	0.302350024719	0.453350182894
a31	0.238099177218	0.321333424906	0.440567414298
a0	0.261671955739	0.302533991635	0.435794091433
a46	0.32515765858	0.251053427212	0.423788937144
a35	0.38549457286	0.241520719071	0.372984709048
a46	0.419622164287	0.246420006357	0.333957823016
a24	0.434833214762	0.242353825452	0.322812951005
a46	0.443827588254	0.238712721817	0.317459700335
a24	0.451135812751	0.238662047272	0.310202140112
a31	0.398463350917	0.244070279091	0.357466363371
</S>	0.342490545458	0.252645289546	0.404864171686
