 	deve	essere	bianco	</S>
a31	0.2336277	0.22023993	0.325489835	0.220642575
a11	0.2556888	0.240488083333	0.296880865	0.206942295
a31	0.278885063333	0.260833734444	0.258022221667	0.202259011667
a37	0.293158527778	0.271097351481	0.232344720556	0.203399393889
a31	0.300724675926	0.27369686716	0.222156133519	0.203422321296
a37	0.297402065309	0.270795392387	0.225128494506	0.206674060432
a31	0.27798338177	0.268748367462	0.223901748169	0.229366510144
a20	0.24484975059	0.256142539154	0.227337312723	0.271670416715
a31	0.21896544353	0.239602306385	0.228858087574	0.312574185572
a0	0.221951661177	0.230079218795	0.239878449191	0.308090681857
a31	0.221486197059	0.216820539598	0.252662283064	0.309030997286
a20	0.220894825686	0.214958456533	0.261202161021	0.302944575762
a18	0.235719825229	0.231518385511	0.272973843674	0.259787948587
</S>	0.240546627615	0.240386092755	0.275130706837	0.243936569293
