 	vuole	andare	a	Lecce	</S>
a20	0.187262465	0.117721813	0.153795505	0.217882965	0.32333725
a31	0.213607325	0.126193997667	0.174942675	0.220915355	0.264340666667
a18	0.210386348333	0.135882979222	0.197790295	0.230994518333	0.224945862222
a46	0.154385004444	0.132573791407	0.221533395	0.228701352778	0.262806444074
a37	0.148407389815	0.128663455469	0.224080178333	0.221231490926	0.277617481358
a23	0.148115659938	0.12284618849	0.220726656111	0.214829240309	0.293482247119
a18	0.131087843313	0.115461509497	0.215621882037	0.213091140103	0.324737602373
a38	0.126185571104	0.103481739832	0.199652764012	0.213118093368	0.357561817458
a37	0.116291140368	0.087165099944	0.186125801337	0.221571254456	0.388846712486
a31	0.118979396789	0.0902669399813	0.179094260446	0.266224788152	0.345434624162
a20	0.122493882263	0.0874550183271	0.154970076815	0.310387246051	0.324693798054
</S>	0.120903081132	0.0760618966635	0.132941798408	0.313185073026	0.356908189027
