 	forse	sono	usciti	</S>
a23	0.36403619	0.24871701	0.178071635	0.20917518
a31	0.409900723333	0.230549536667	0.159245395	0.200304363333
a23	0.390680967778	0.237792398889	0.167962471667	0.203564161111
a31	0.347003655926	0.253173222963	0.182680130556	0.21714298037
a10	0.312950348642	0.240080754321	0.202656360185	0.24431252679
a37	0.268233732881	0.243276588107	0.228241646728	0.26024801893
a31	0.263688097627	0.238712386036	0.228636038909	0.268963472977
a37	0.267493599209	0.229743818679	0.21539858297	0.287364010992
a31	0.245867606403	0.234199412893	0.21590052099	0.304032476997
a39	0.290072965468	0.245772084298	0.20222249033	0.261932462332
a31	0.324814991823	0.273340508099	0.187005876777	0.214838614111
</S>	0.298823485911	0.29298094405	0.191943088388	0.216252472055
