 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.12222665	0.18133131	0.12620085	0.127212885	0.152628615	0.14670614	0.14369347
a39	0.10987217	0.19302561	0.14369788	0.142036521667	0.149568391667	0.132602896667	0.129196476667
a31	0.0915680886667	0.20636035	0.175820213333	0.154250767222	0.145403288889	0.118793682222	0.107803578889
a0	0.0876201582222	0.217833403333	0.216036337778	0.152835355741	0.123365787963	0.105724784074	0.0965841496297
a31	0.0824019274074	0.216470714444	0.216420755926	0.14132339858	0.125233035988	0.111132096025	0.107018019877
a13	0.0937789038025	0.217861714815	0.208890791975	0.136978789527	0.125860880329	0.105562746675	0.111066123292
a31	0.102141677934	0.215248744938	0.212265500658	0.134448313176	0.119129841776	0.102736420225	0.114029491097
a37	0.108584662645	0.203901428313	0.203494056886	0.135773371059	0.118429540592	0.104664504742	0.125152400366
a31	0.115995557548	0.197335632771	0.206106778962	0.13016965702	0.112904938864	0.107531334914	0.129956046789
a11	0.116571039183	0.193208640924	0.210760082987	0.127715169007	0.110749748288	0.110502348305	0.130492972263
a39	0.131715389728	0.189119063641	0.190464427662	0.131026313002	0.112545291429	0.111238892768	0.133890650754
a0	0.141580296576	0.192930681214	0.181440932554	0.134272204334	0.114162617143	0.112196707589	0.123416556918
a41	0.134591188859	0.208854420405	0.202027637518	0.129367068111	0.107615360381	0.108588189196	0.108956108973
a0	0.11615302962	0.220873500135	0.217356399173	0.132613846037	0.117757690127	0.106357689732	0.0888878443243
a20	0.107758541207	0.218508700045	0.187060029724	0.142273542012	0.160007253376	0.112408956577	0.0719830227748
a31	0.112159568402	0.191341183348	0.173935166575	0.136751834004	0.167190587792	0.132664862192	0.0859568455916
a30	0.107881182801	0.186462771116	0.178468632192	0.135126294668	0.160067555931	0.136882809397	0.0951107531972
a41	0.1000186696	0.199076197039	0.157486380731	0.141032858223	0.188647661977	0.132514288466	0.0812239310657
a31	0.1117314452	0.182005662346	0.16287281691	0.138196902741	0.175624223992	0.138548069489	0.0910208803552
</S>	0.1236553576	0.168331781173	0.183180023455	0.13410059637	0.145703041996	0.139679324745	0.105349870178
