 	viene	fabbricato	</S>
a31	0.53411211	0.261359475	0.204528435
a24	0.613834603333	0.233036361667	0.153129035
a31	0.647570447778	0.204733897222	0.147695628333
a18	0.635531515926	0.181392225741	0.183076262778
a31	0.631106038642	0.167712745247	0.201181270926
a37	0.622414066214	0.162468398416	0.215117596975
a31	0.592390142071	0.157443829472	0.250166058992
a20	0.52440740069	0.184428569824	0.291164049664
a41	0.491522166897	0.224293189941	0.284184666555
a31	0.476914702299	0.251379713314	0.271705605518
a35	0.442400680766	0.291475977771	0.266123365173
</S>	0.441290460383	0.315813913885	0.242895652587
