 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.0440236525	0.0682956775	0.08327208	0.10192032	0.1066839775	0.135548205	0.132414155	0.143342245	0.184499685
a13	0.0378869825	0.0706279258333	0.0897061066667	0.113307876667	0.117404920833	0.149685968333	0.141483555	0.122992268333	0.156904431667
a20	0.0591303141667	0.105963778611	0.116289668889	0.124120098889	0.117938103611	0.145197222778	0.1364793	0.0951490027777	0.0997325522223
a7	0.0717383163889	0.13065597287	0.13892544963	0.131057522963	0.110822244537	0.139591347593	0.130546748333	0.0803289475926	0.0663334624074
a36	0.0586623737963	0.121887517623	0.13651649321	0.137667010988	0.118585764846	0.153573532531	0.137287696111	0.0745929708642	0.0612266274691
a7	0.0513028259321	0.116672342541	0.13117999107	0.141979116996	0.125591918282	0.163550520844	0.140231158704	0.0702714886214	0.059220625823
a31	0.0794765899774	0.13853636418	0.135401987023	0.140310438999	0.124151652761	0.157459890281	0.120106152901	0.0558555638738	0.0487013532743
a37	0.0929677776591	0.147697651393	0.146837159008	0.144475163	0.11989054092	0.150433860094	0.109070087634	0.0469847506246	0.0416429924248
a31	0.089605583553	0.146859310464	0.153212453003	0.146233147667	0.12026734364	0.154011023365	0.106042072545	0.0449149508749	0.0388540881416
a37	0.0908484791843	0.138498693488	0.148971417668	0.148172915889	0.125960581213	0.170414287788	0.100873530848	0.041766006625	0.0344940693805
a41	0.0713269443948	0.110416924496	0.143134209223	0.164784895296	0.134316237071	0.196545472596	0.105828708949	0.041565492875	0.0320811174602
a21	0.0595593421316	0.093010064832	0.132524429741	0.173293938432	0.144772089024	0.221382977532	0.103345448316	0.0400354369583	0.0320762798201
a31	0.0705263667105	0.0980690116107	0.129638313247	0.162680619477	0.145217893008	0.222647582511	0.098847792772	0.0406748626528	0.03169756094
a39	0.0935346609035	0.0981308092036	0.122329757749	0.141496421492	0.132192577669	0.23542597417	0.0959810575907	0.0482491108843	0.0326596456467
a13	0.0904678056345	0.0753610284012	0.0972881559163	0.131087865497	0.133494762556	0.28128559139	0.0981101058636	0.0529192359614	0.0399854758822
a31	0.0890522872115	0.0755039028004	0.0940231286388	0.130705178499	0.140841480852	0.279744970463	0.0980036866212	0.0506403819871	0.0414850009607
a20	0.111497272404	0.0881196142668	0.108389526213	0.124647032833	0.124792263617	0.247652470154	0.0967247235404	0.058783485329	0.0393936239869
a31	0.125233104135	0.0817775680889	0.104513012071	0.117491424278	0.114724932872	0.250639530051	0.0999089611801	0.0655647831097	0.0401466966623
a35	0.122551758045	0.0692888170296	0.090424377357	0.117840914759	0.121553562624	0.26397645335	0.104885060393	0.0641490710366	0.0453299778874
a31	0.131104026015	0.0680401333432	0.0895576257857	0.11609374492	0.117658440875	0.252935627783	0.106653251798	0.0674645603455	0.0504925666291
a26	0.150295988672	0.0759986477811	0.100506646595	0.114401428307	0.104937335625	0.216436855928	0.108640497599	0.0782349654485	0.0505476172097
a9	0.134625899557	0.0787794325937	0.0983786701983	0.117287884769	0.108659057208	0.233383611976	0.102950357866	0.0718751348162	0.0540599567366
a33	0.0911976631857	0.0721706441979	0.0855627533994	0.120175956923	0.123554695736	0.268013233992	0.100627539289	0.0639345692721	0.0747629715789
a31	0.0977775277286	0.0837169147326	0.0989985977998	0.116941865641	0.117005886579	0.234229531331	0.10080903643	0.0713808497574	0.079139792193
a39	0.110724937243	0.0861103149109	0.102185909267	0.111747808547	0.10913198686	0.22217134711	0.0987959634767	0.0779328849191	0.081198830731
a24	0.0832103004143	0.0673202689703	0.0794247564223	0.111351462849	0.119009708953	0.247598049037	0.103691439159	0.082724987973	0.105669041577
a37	0.0621940628048	0.0649499703234	0.0840967938074	0.125292027616	0.128634826318	0.236782273012	0.10668185772	0.0825061423243	0.108862088526
a7	0.0504792302683	0.0628557287745	0.0865498449358	0.134375322539	0.136277762106	0.221466454337	0.117146143907	0.0834660007748	0.107383534509
a17	0.0453601817561	0.0584075939248	0.0776520036453	0.136071890846	0.144933884035	0.226824724779	0.123516654636	0.0796944772583	0.10753859817
