 	non	ho	dove	d	andare	</S>
a20	0.184434228	0.13760507	0.138056767	0.17606504	0.182138765	0.181700112
a31	0.286955219333	0.160636696667	0.146534979	0.16388043	0.131940201667	0.110052467
a37	0.324511119778	0.159511998889	0.149316163	0.14510312	0.127824460556	0.093733124
a31	0.306073739926	0.153114286296	0.156267877667	0.151177603333	0.138197213519	0.0951692646667
a29	0.294032823309	0.151784138765	0.150601359222	0.153217801111	0.14759811784	0.102765758222
a41	0.260929314436	0.141930349588	0.143830913074	0.158107153704	0.16707977928	0.128122476074
a31	0.261688454812	0.149352823196	0.146225601025	0.165473981235	0.15387206976	0.123387042025
a18	0.266640264937	0.160510651065	0.148251587008	0.154359723745	0.14949689992	0.120740877342
a31	0.261959334979	0.174066133688	0.142669455669	0.148785104582	0.14777841664	0.124741589114
a39	0.25852173166	0.191090851229	0.14898309189	0.138272158194	0.141731365547	0.121400833038
a31	0.276058953887	0.215992557076	0.163922483963	0.108584489398	0.124071251849	0.111370284346
a8	0.274263291296	0.223845125692	0.171938744654	0.120922086466	0.11029847395	0.098732264782
a31	0.266708827099	0.225018008564	0.185853781551	0.133354805489	0.0984318029833	0.090632743594
a8	0.262725992366	0.228301939521	0.19372496385	0.138537715163	0.0909935009944	0.085715893198
</S>	0.241723201183	0.22049430476	0.193672486925	0.154233512582	0.101226947997	0.088649581599
