 	sto	e	cucino	</S>
a31	0.206948205	0.201279125	0.25319961	0.33857307
a20	0.211448168333	0.193872235	0.27097709	0.323702506667
a31	0.207849589444	0.189664705	0.27839924	0.324086465556
a37	0.204188663148	0.186650878333	0.284759246667	0.324401221852
a18	0.203748804383	0.193651329444	0.287023705556	0.315576160617
a31	0.187811168128	0.188684599815	0.291586825185	0.331917400206
a20	0.159799122709	0.160550613272	0.308023798395	0.371626473402
a31	0.13628010757	0.141876434424	0.320626646132	0.401216837801
a28	0.135922222523	0.135402094808	0.304482862044	0.424192849267
a33	0.161730640841	0.139641754936	0.285874497348	0.412753126422
a31	0.167374513614	0.145956204979	0.273152555783	0.413516735474
</S>	0.156322736807	0.143184602489	0.262711747891	0.437780917737
