 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.16680646	0.13194006	0.1318119	0.08394614	0.084194435	0.080625365	0.0904299505	0.12502551	0.105220188
a24	0.16930164	0.12686599	0.124854773333	0.0802148066667	0.0726034016667	0.068614647	0.126482275167	0.146898616667	0.0841638196667
a28	0.171910086667	0.11803449	0.116919517778	0.0862795555556	0.0671781825556	0.0621629086667	0.147176345056	0.145499553556	0.0848393148889
a31	0.239084038889	0.138966443333	0.124091082593	0.0751767651852	0.0603267595185	0.0561410062222	0.116413358352	0.112756154185	0.077044349963
a8	0.21398556763	0.129437287778	0.105676974198	0.0785531283951	0.0673614651728	0.0632295277407	0.127175662784	0.129913316395	0.084667058321
a0	0.144258730543	0.107632182593	0.092529573066	0.100680572798	0.0851700637243	0.0789529759136	0.150625514261	0.146534048798	0.093616356107
a31	0.192018946848	0.118916564198	0.102100306022	0.0898800229327	0.0785963522414	0.0733301209712	0.13015321142	0.126261126266	0.088743365369
a39	0.218891562283	0.131170244733	0.106356952007	0.0781150363109	0.0709151434138	0.0652273873237	0.119710123807	0.117833192089	0.091780365123
a31	0.221120817428	0.133490924911	0.101925237336	0.079973895437	0.0711096211379	0.0651653191079	0.114594827936	0.119712857363	0.0929065003743
a8	0.215860675809	0.13734001497	0.103050269112	0.0780503001457	0.0717200387126	0.0654113133693	0.103814813979	0.136108879121	0.0886437054581
a31	0.201257058603	0.158909931657	0.112236786371	0.0749816200486	0.0763378429042	0.0679050607898	0.0940373593263	0.13206504304	0.0822693118194
a24	0.214937019534	0.178192143886	0.12480432879	0.0723578850162	0.0817340043014	0.0723571882633	0.0719394507754	0.107753436013	0.0759245352731
a46	0.202918319845	0.177276237962	0.12896942293	0.0742418283387	0.0899678367671	0.0789976427544	0.0597494145918	0.109470423671	0.078408833091
a31	0.215497116615	0.187862232654	0.128986210977	0.0666948087796	0.085268987589	0.0749229442515	0.0622070515306	0.104592074557	0.0739685310303
a1	0.222602305538	0.192306750885	0.133843026992	0.0645276275932	0.085930485863	0.0776738147505	0.0562541671769	0.095907739519	0.0709540956768
a31	0.227303181846	0.198548260295	0.136706568997	0.0622974011977	0.0868726219543	0.0785541815835	0.0519714557256	0.0892589045063	0.0684874478923
</S>	0.242593660923	0.212729165148	0.135003189498	0.0540048555989	0.0810969059771	0.0713814157918	0.0577015828628	0.0807902572532	0.0646989499461
