 	l	ho	sentito	che	veniva	</S>
a41	0.08256774	0.0521378415	0.116377325	0.180196655	0.29839106	0.270329375
a31	0.12310412	0.0906263915	0.134665001667	0.178325148333	0.25285699	0.220422368333
a24	0.146436155333	0.112593277167	0.146097467222	0.184778859444	0.222685086667	0.187409182778
a15	0.103452257111	0.0769987790557	0.150321429074	0.227853856481	0.250885915556	0.190487770926
a28	0.0926875323703	0.0651092863519	0.156963199691	0.246206538827	0.248394428519	0.190639013642
a0	0.0913796807901	0.060000972784	0.162050366564	0.244910096276	0.228802556173	0.212856327881
a31	0.09562629693	0.074592682928	0.188158648855	0.239097398759	0.190951182058	0.211573819294
a11	0.0955956489767	0.0799061046427	0.189999866285	0.222844949586	0.172653487353	0.238999983098
a31	0.110147609659	0.0923283005476	0.172859445428	0.210165656529	0.162599342451	0.251899661033
a39	0.12988578322	0.106740738183	0.164839725143	0.202478852176	0.164384047484	0.231670863678
a20	0.13410751774	0.095301614061	0.139065571714	0.182568610725	0.193951002495	0.255005687893
</S>	0.14296104387	0.0951720070305	0.126640320857	0.173704255363	0.203845591248	0.257676778946
