 	devo	pulire	l	albero	</S>
a39	0.183068145	0.19087021	0.18956449	0.19897819	0.237518955
a31	0.268992051667	0.169519763333	0.165841683333	0.204240333333	0.191406163
a35	0.326171570556	0.146380732778	0.166540207778	0.199488174444	0.161419299
a31	0.346869146852	0.138405559259	0.165918832593	0.192603858148	0.156202611667
a20	0.394153855617	0.13440440642	0.145382310864	0.182363726049	0.143695735889
a31	0.404220401872	0.118090255473	0.140947176955	0.192531202016	0.144210991963
a37	0.401078560624	0.111829821824	0.148518888985	0.202228927339	0.136343790654
a1	0.373251110208	0.122240320608	0.136514871662	0.208659679113	0.159334006885
a20	0.369859983403	0.121938616869	0.120505619221	0.208715396371	0.178980438962
a31	0.381911334468	0.10228976229	0.124795863074	0.21992043879	0.171082642987
a39	0.375414594823	0.0987621290967	0.127829594358	0.225930269597	0.172063427662
a10	0.399612564941	0.100049551366	0.112987954786	0.210846469866	0.176503495887
a29	0.42482074498	0.0981331604553	0.0934636815953	0.200998303289	0.182584121962
a46	0.384414124993	0.109473720152	0.0852453905318	0.207139541096	0.213727213987
a31	0.382191874998	0.125170466717	0.0952874868439	0.196540507032	0.200809644662
a20	0.385015978333	0.134915358906	0.100444615615	0.182792229011	0.196831794887
a13	0.342781332778	0.154799689635	0.0943977418717	0.176525733004	0.231495508296
a20	0.328700157593	0.176223286545	0.0905631189572	0.172306624335	0.232206819432
a31	0.364157945864	0.169642665515	0.0884636963191	0.173306071445	0.204429599811
a11	0.368643995288	0.167497191838	0.095330063773	0.163911107148	0.204617626604
a17	0.349818215096	0.197831820613	0.103684636591	0.141902739049	0.206762595535
a20	0.345275278365	0.228065110204	0.110306510864	0.123992129683	0.192360988512
</S>	0.329914374183	0.238211410102	0.112165550432	0.120595324841	0.199113359256
