 	tutto	il	cibo	vuole	girato	</S>
a31	0.172758225	0.139421625	0.17993165	0.170053255	0.18660216	0.151233073
a8	0.197543575	0.146033921667	0.177841406667	0.183540805	0.17009475	0.124945526333
a31	0.250575981667	0.185061913889	0.170875332222	0.155657473333	0.14086225	0.0969670487777
a29	0.295413493889	0.21734930463	0.193078867407	0.124902442778	0.1076264	0.0616295042592
a20	0.28974581463	0.207165424877	0.205497639136	0.134077130926	0.10453518	0.0589788144197
a39	0.283019864877	0.192299488292	0.200064533045	0.145621180309	0.10943589	0.0695590311399
a31	0.290813414959	0.186056349431	0.176614087682	0.150349343436	0.115483758333	0.0806830250466
a0	0.28453927832	0.179235626477	0.163347535894	0.154562341145	0.121696977778	0.0966182230155
a31	0.289267892773	0.188298088826	0.153791945298	0.145332347048	0.124769149259	0.0985405776718
a24	0.293267147591	0.190235146275	0.145177211766	0.141833012349	0.12533270642	0.104154797891
a36	0.278692099197	0.176270075425	0.145756507255	0.147761224116	0.122715707473	0.12880440263
a11	0.306391796399	0.187757888475	0.136562102418	0.132708878039	0.113279044491	0.123300307543
a17	0.3091874688	0.201947856158	0.138352787473	0.132179916013	0.103742301497	0.114589689181
a31	0.304873412933	0.197095002053	0.147139572491	0.137620645338	0.107666767166	0.105604606394
a6	0.314721577644	0.200035274018	0.144277324164	0.130104563446	0.108871924055	0.101989355465
a31	0.321053365881	0.203065348006	0.138183511388	0.132306372815	0.103153053018	0.102238371822
a24	0.32880466196	0.212181422669	0.134974840463	0.123351862272	0.105961994339	0.094725227274
a6	0.29849232732	0.231832587556	0.146013726821	0.103742578757	0.11980647478	0.100112312425
a31	0.292081969107	0.219547449185	0.147182172274	0.115781772919	0.12177731826	0.103629350808
a46	0.289011319702	0.214701703062	0.146010864091	0.12076232764	0.132879152753	0.0966346636027
a39	0.238893356567	0.210831921021	0.163448421364	0.118159859213	0.174691927584	0.0939745312009
a31	0.253019348856	0.20230694034	0.160807723788	0.120885069738	0.160429669195	0.102551273734
a41	0.255401916285	0.198685840113	0.159897564596	0.119078349913	0.163366319732	0.103570044578
a8	0.212947882095	0.194746026704	0.168737784865	0.118340603304	0.208356376577	0.096871336526
</S>	0.209809491048	0.199143973352	0.166432962432	0.113416141652	0.218258818289	0.092938600763
